TECH,NODE,YEAR,VALUE
SPV,INDWE,2050,951.71222
URN,INDNO,2021,1.52
URN,INDNO,2022,2.22
URN,INDNO,2023,2.92
URN,INDNO,2024,2.92
URN,INDNO,2025,2.92
URN,INDNO,2026,2.92
URN,INDNO,2027,2.92
URN,INDNO,2028,4.32
URN,INDNO,2029,4.32
URN,INDNO,2030,4.32
URN,INDNO,2031,4.32
URN,INDNO,2032,4.32
URN,INDNO,2033,4.32
URN,INDNO,2034,4.32
URN,INDNO,2035,4.32
URN,INDNO,2036,4.32
URN,INDNO,2037,4.32
URN,INDNO,2038,4.32
URN,INDNO,2039,4.32
URN,INDNO,2040,4.32
URN,INDNO,2041,4.32
URN,INDNO,2042,4.12
URN,INDNO,2043,4.12
URN,INDNO,2044,4.12
URN,INDNO,2045,4.12
URN,INDNO,2046,4.12
URN,INDNO,2047,4.12
URN,INDNO,2048,4.12
URN,INDNO,2049,4.12
URN,INDNO,2050,4.12
URN,INDSO,2021,3.32
URN,INDSO,2022,3.82
URN,INDSO,2023,5.82
URN,INDSO,2024,5.82
URN,INDSO,2025,5.82
URN,INDSO,2026,8.22
URN,INDSO,2027,9.22
URN,INDSO,2028,9.22
URN,INDSO,2029,9.22
URN,INDSO,2030,9.22
URN,INDSO,2031,9.22
URN,INDSO,2032,9.22
URN,INDSO,2033,9.22
URN,INDSO,2034,9.22
URN,INDSO,2035,9.22
URN,INDSO,2036,9.22
URN,INDSO,2037,9.22
URN,INDSO,2038,9.22
URN,INDSO,2039,9.22
URN,INDSO,2040,9.22
URN,INDSO,2041,9.22
URN,INDSO,2042,9.22
URN,INDSO,2043,9.22
URN,INDSO,2044,9.22
URN,INDSO,2045,9.0
URN,INDSO,2046,9.0
URN,INDSO,2047,8.78
URN,INDSO,2048,8.78
URN,INDSO,2049,8.78
URN,INDSO,2050,8.78
URN,INDWE,2021,2.54
URN,INDWE,2022,2.54
URN,INDWE,2023,2.54
URN,INDWE,2024,3.24
URN,INDWE,2025,3.24
URN,INDWE,2026,3.24
URN,INDWE,2027,3.24
URN,INDWE,2028,3.24
URN,INDWE,2029,3.24
URN,INDWE,2030,2.92
URN,INDWE,2031,2.92
URN,INDWE,2032,2.92
URN,INDWE,2033,2.92
URN,INDWE,2034,2.92
URN,INDWE,2035,2.92
URN,INDWE,2036,2.92
URN,INDWE,2037,2.92
URN,INDWE,2038,2.92
URN,INDWE,2039,2.92
URN,INDWE,2040,2.92
URN,INDWE,2041,2.92
URN,INDWE,2042,2.92
URN,INDWE,2043,2.92
URN,INDWE,2044,2.92
URN,INDWE,2045,2.92
URN,INDWE,2046,2.92
URN,INDWE,2047,2.92
URN,INDWE,2048,2.92
URN,INDWE,2049,2.92
URN,INDWE,2050,2.92
WOF,INDNE,2024,11.377282
WOF,INDNE,2025,12.717902
WOF,INDNE,2026,12.952554
WOF,INDNE,2027,13.197424
WOF,INDNE,2028,13.443351
WOF,INDNE,2029,13.692449
WOF,INDNE,2030,18.388458
WOF,INDNE,2031,22.382045
WOF,INDNE,2032,27.840971
WOF,INDNE,2033,32.78352
WOF,INDNE,2034,37.690413
WOF,INDNE,2035,42.686261
WOF,INDNE,2036,47.705538
WOF,INDNE,2037,52.719941
WOF,INDNE,2038,57.730609
WOF,INDNE,2039,62.750245
WOF,INDNE,2040,67.749111
WOF,INDNE,2041,72.827329
WOF,INDNE,2042,77.888776
WOF,INDNE,2043,82.978995
WOF,INDNE,2044,87.696471
WOF,INDNE,2045,91.782033
WOF,INDNE,2046,91.782033
WOF,INDNE,2047,94.81995
WOF,INDNE,2048,99.550797
WOF,INDNE,2049,104.27961
WOF,INDNE,2050,109.0074
WON,INDEA,2021,0.021
WON,INDEA,2022,0.021
WON,INDEA,2023,0.021
WON,INDEA,2024,0.021
WON,INDEA,2025,0.021
WON,INDEA,2026,0.021
WON,INDEA,2027,0.021
WON,INDEA,2028,0.021
WON,INDEA,2029,0.021
WON,INDEA,2030,0.021
WON,INDEA,2031,0.021
WON,INDEA,2032,0.021
WON,INDEA,2033,0.021
WON,INDEA,2034,0.021
WON,INDEA,2035,0.021
WON,INDEA,2036,0.021
WON,INDEA,2037,0.021
WON,INDEA,2038,0.021
WON,INDEA,2039,0.021
WON,INDEA,2040,0.021
WON,INDEA,2041,0.021
WON,INDEA,2042,0.021
WON,INDEA,2043,0.021
WON,INDEA,2044,0.021
WON,INDEA,2045,0.021
WON,INDEA,2046,0.021
WON,INDEA,2047,0.021
WON,INDEA,2048,0.021
WON,INDEA,2049,0.021
WON,INDNO,2021,4.024
WON,INDNO,2022,4.274
WON,INDNO,2023,4.274
WON,INDNO,2024,4.274
WON,INDNO,2025,4.274
WON,INDNO,2026,4.274
WON,INDNO,2027,4.274
WON,INDNO,2028,4.274
WON,INDNO,2029,4.274
WON,INDNO,2030,4.274
WON,INDNO,2031,4.274
WON,INDNO,2032,4.274
WON,INDNO,2033,4.274
WON,INDNO,2034,4.274
WON,INDNO,2035,4.253
WON,INDNO,2036,4.253
WON,INDNO,2037,4.188
WON,INDNO,2038,4.173
WON,INDNO,2039,4.029
WON,INDNO,2040,3.978
WON,INDNO,2041,3.85
WON,INDNO,2042,3.796
WON,INDNO,2043,3.514
WON,INDNO,2044,1.749
WON,INDNO,2045,1.651
WON,INDNO,2046,0.608
WON,INDNO,2047,0.396
WON,INDNO,2048,0.25
WON,INDNO,2049,0.25
WON,INDNO,2050,0.25
WON,INDSO,2021,11.4932
WON,INDSO,2022,11.4932
WON,INDSO,2023,12.4632
WON,INDSO,2024,12.4632
WON,INDSO,2025,12.4632
WON,INDSO,2026,12.4532
WON,INDSO,2027,12.3332
WON,INDSO,2028,12.3332
WON,INDSO,2029,12.3332
WON,INDSO,2030,12.3332
WON,INDSO,2031,12.3332
WON,INDSO,2032,12.3332
WON,INDSO,2033,12.3332
WON,INDSO,2034,12.3332
WON,INDSO,2035,12.3052
WON,INDSO,2036,12.2902
WON,INDSO,2037,12.257
WON,INDSO,2038,12.257
WON,INDSO,2039,12.162
WON,INDSO,2040,12.028
WON,INDSO,2041,11.809
WON,INDSO,2042,11.568
WON,INDSO,2043,11.243
WON,INDSO,2044,5.413
WON,INDSO,2045,5.057
WON,INDSO,2046,4.486
WON,INDSO,2047,3.553
WON,INDSO,2048,2.724
WON,INDSO,2049,1.415
WON,INDSO,2050,1.396
WON,INDWE,2021,14.6746
WON,INDWE,2022,15.0486
WON,INDWE,2023,15.2466
WON,INDWE,2024,15.2466
WON,INDWE,2025,15.2466
WON,INDWE,2026,15.2466
WON,INDWE,2027,15.2466
WON,INDWE,2028,15.2466
WON,INDWE,2029,15.2466
WON,INDWE,2030,15.2466
WON,INDWE,2031,15.2316
WON,INDWE,2032,15.1726
WON,INDWE,2033,15.1726
WON,INDWE,2034,15.1726
WON,INDWE,2035,15.1726
WON,INDWE,2036,15.0826
WON,INDWE,2037,15.0826
WON,INDWE,2038,15.0056
WON,INDWE,2039,14.8946
WON,INDWE,2040,14.7126
WON,INDWE,2041,14.6576
WON,INDWE,2042,14.3806
WON,INDWE,2043,13.7446
WON,INDWE,2044,8.429
WON,INDWE,2045,8.002
WON,INDWE,2046,5.45
WON,INDWE,2047,4.607
WON,INDWE,2048,3.747
WON,INDWE,2049,3.135
WON,INDWE,2050,1.972
