REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,MINCOGBGD,1,2044,9.478
GLOBAL,MINCOGBGD,1,2045,9.478
GLOBAL,MINCOGBGD,1,2046,9.478
GLOBAL,MINCOGBGD,1,2047,9.478
GLOBAL,MINCOGBGD,1,2048,9.478
GLOBAL,MINCOGBGD,1,2049,9.478
GLOBAL,MINCOGBGD,1,2050,9.478
GLOBAL,MINCOGBGR,1,2021,9.478
GLOBAL,MINCOGBGR,1,2022,9.478
GLOBAL,MINCOGBGR,1,2023,9.478
GLOBAL,MINCOGBGR,1,2024,9.478
GLOBAL,MINCOGBGR,1,2025,9.478
GLOBAL,MINCOGBGR,1,2026,9.478
GLOBAL,MINCOGBGR,1,2027,9.478
GLOBAL,MINCOGBGR,1,2028,9.478
GLOBAL,MINCOGBGR,1,2029,9.478
GLOBAL,MINCOGBGR,1,2030,9.478
GLOBAL,MINCOGBGR,1,2031,9.478
GLOBAL,MINCOGBGR,1,2032,9.478
GLOBAL,MINCOGBGR,1,2033,9.478
GLOBAL,MINCOGBGR,1,2034,9.478
GLOBAL,MINCOGBGR,1,2035,9.478
GLOBAL,MINCOGBGR,1,2036,9.478
GLOBAL,MINCOGBGR,1,2037,9.478
GLOBAL,MINCOGBGR,1,2038,9.478
GLOBAL,MINCOGBGR,1,2039,9.478
GLOBAL,MINCOGBGR,1,2040,9.478
GLOBAL,MINCOGBGR,1,2041,9.478
GLOBAL,MINCOGBGR,1,2042,9.478
GLOBAL,MINCOGBGR,1,2043,9.478
GLOBAL,MINCOGBGR,1,2044,9.478
GLOBAL,MINCOGBGR,1,2045,9.478
GLOBAL,MINCOGBGR,1,2046,9.478
GLOBAL,MINCOGBGR,1,2047,9.478
GLOBAL,MINCOGBGR,1,2048,9.478
GLOBAL,MINCOGBGR,1,2049,9.478
GLOBAL,MINCOGBGR,1,2050,9.478
GLOBAL,MINCOGBHR,1,2021,9.478
GLOBAL,MINCOGBHR,1,2022,9.478
GLOBAL,MINCOGBHR,1,2023,9.478
GLOBAL,MINCOGBHR,1,2024,9.478
GLOBAL,MINCOGBHR,1,2025,9.478
GLOBAL,MINCOGBHR,1,2026,9.478
GLOBAL,MINCOGBHR,1,2027,9.478
GLOBAL,MINCOGBHR,1,2028,9.478
GLOBAL,MINCOGBHR,1,2029,9.478
GLOBAL,MINCOGBHR,1,2030,9.478
GLOBAL,MINCOGBHR,1,2031,9.478
GLOBAL,MINCOGBHR,1,2032,9.478
GLOBAL,MINCOGBHR,1,2033,9.478
GLOBAL,MINCOGBHR,1,2034,9.478
GLOBAL,MINCOGBHR,1,2035,9.478
GLOBAL,MINCOGBHR,1,2036,9.478
GLOBAL,MINCOGBHR,1,2037,9.478
GLOBAL,MINCOGBHR,1,2038,9.478
GLOBAL,MINCOGBHR,1,2039,9.478
GLOBAL,MINCOGBHR,1,2040,9.478
GLOBAL,MINCOGBHR,1,2041,9.478
GLOBAL,MINCOGBHR,1,2042,9.478
GLOBAL,MINCOGBHR,1,2043,9.478
GLOBAL,MINCOGBHR,1,2044,9.478
GLOBAL,MINCOGBHR,1,2045,9.478
GLOBAL,MINCOGBHR,1,2046,9.478
GLOBAL,MINCOGBHR,1,2047,9.478
GLOBAL,MINCOGBHR,1,2048,9.478
GLOBAL,MINCOGBHR,1,2049,9.478
GLOBAL,MINCOGBHR,1,2050,9.478
GLOBAL,MINCOGBIH,1,2021,9.478
GLOBAL,MINCOGBIH,1,2022,9.478
GLOBAL,MINCOGBIH,1,2023,9.478
GLOBAL,MINCOGBIH,1,2024,9.478
GLOBAL,MINCOGBIH,1,2025,9.478
GLOBAL,MINCOGBIH,1,2026,9.478
GLOBAL,MINCOGBIH,1,2027,9.478
GLOBAL,MINCOGBIH,1,2028,9.478
GLOBAL,MINCOGBIH,1,2029,9.478
GLOBAL,MINCOGBIH,1,2030,9.478
GLOBAL,MINCOGBIH,1,2031,9.478
GLOBAL,MINCOGBIH,1,2032,9.478
GLOBAL,MINCOGBIH,1,2033,9.478
GLOBAL,MINCOGBIH,1,2034,9.478
GLOBAL,MINCOGBIH,1,2035,9.478
GLOBAL,MINCOGBIH,1,2036,9.478
GLOBAL,MINCOGBIH,1,2037,9.478
GLOBAL,MINCOGBIH,1,2038,9.478
GLOBAL,MINCOGBIH,1,2039,9.478
GLOBAL,MINCOGBIH,1,2040,9.478
GLOBAL,MINCOGBIH,1,2041,9.478
GLOBAL,MINCOGBIH,1,2042,9.478
GLOBAL,MINCOGBIH,1,2043,9.478
GLOBAL,MINCOGBIH,1,2044,9.478
GLOBAL,MINCOGBIH,1,2045,9.478
GLOBAL,MINCOGBIH,1,2046,9.478
GLOBAL,MINCOGBIH,1,2047,9.478
GLOBAL,MINCOGBIH,1,2048,9.478
GLOBAL,MINCOGBIH,1,2049,9.478
GLOBAL,MINCOGBIH,1,2050,9.478
GLOBAL,MINCOGBLR,1,2021,9.478
GLOBAL,MINCOGBLR,1,2022,9.478
GLOBAL,MINCOGBLR,1,2023,9.478
GLOBAL,MINCOGBLR,1,2024,9.478
GLOBAL,MINCOGBLR,1,2025,9.478
GLOBAL,MINCOGBLR,1,2026,9.478
GLOBAL,MINCOGBLR,1,2027,9.478
GLOBAL,MINCOGBLR,1,2028,9.478
GLOBAL,MINCOGBLR,1,2029,9.478
GLOBAL,MINCOGBLR,1,2030,9.478
GLOBAL,MINCOGBLR,1,2031,9.478
GLOBAL,MINCOGBLR,1,2032,9.478
GLOBAL,MINCOGBLR,1,2033,9.478
GLOBAL,MINCOGBLR,1,2034,9.478
GLOBAL,MINCOGBLR,1,2035,9.478
GLOBAL,MINCOGBLR,1,2036,9.478
GLOBAL,MINCOGBLR,1,2037,9.478
GLOBAL,MINCOGBLR,1,2038,9.478
GLOBAL,MINCOGBLR,1,2039,9.478
GLOBAL,MINCOGBLR,1,2040,9.478
GLOBAL,MINCOGBLR,1,2041,9.478
GLOBAL,MINCOGBLR,1,2042,9.478
GLOBAL,MINCOGBLR,1,2043,9.478
GLOBAL,MINCOGBLR,1,2044,9.478
GLOBAL,MINCOGBLR,1,2045,9.478
GLOBAL,MINCOGBLR,1,2046,9.478
GLOBAL,MINCOGBLR,1,2047,9.478
GLOBAL,MINCOGBLR,1,2048,9.478
GLOBAL,MINCOGBLR,1,2049,9.478
GLOBAL,MINCOGBLR,1,2050,9.478
GLOBAL,MINCOGBLZ,1,2021,9.478
GLOBAL,MINCOGBLZ,1,2022,9.478
GLOBAL,MINCOGBLZ,1,2023,9.478
GLOBAL,MINCOGBLZ,1,2024,9.478
GLOBAL,MINCOGBLZ,1,2025,9.478
GLOBAL,MINCOGBLZ,1,2026,9.478
GLOBAL,MINCOGBLZ,1,2027,9.478
GLOBAL,MINCOGBLZ,1,2028,9.478
GLOBAL,MINCOGBLZ,1,2029,9.478
GLOBAL,MINCOGBLZ,1,2030,9.478
GLOBAL,MINCOGBLZ,1,2031,9.478
GLOBAL,MINCOGBLZ,1,2032,9.478
GLOBAL,MINCOGBLZ,1,2033,9.478
GLOBAL,MINCOGBLZ,1,2034,9.478
GLOBAL,MINCOGBLZ,1,2035,9.478
GLOBAL,MINCOGBLZ,1,2036,9.478
GLOBAL,MINCOGBLZ,1,2037,9.478
GLOBAL,MINCOGBLZ,1,2038,9.478
GLOBAL,MINCOGBLZ,1,2039,9.478
GLOBAL,MINCOGBLZ,1,2040,9.478
GLOBAL,MINCOGBLZ,1,2041,9.478
GLOBAL,MINCOGBLZ,1,2042,9.478
GLOBAL,MINCOGBLZ,1,2043,9.478
GLOBAL,MINCOGBLZ,1,2044,9.478
GLOBAL,MINCOGBLZ,1,2045,9.478
GLOBAL,MINCOGBLZ,1,2046,9.478
GLOBAL,MINCOGBLZ,1,2047,9.478
GLOBAL,MINCOGBLZ,1,2048,9.478
GLOBAL,MINCOGBLZ,1,2049,9.478
GLOBAL,MINCOGBLZ,1,2050,9.478
GLOBAL,MINCOGBOL,1,2021,9.478
GLOBAL,MINCOGBOL,1,2022,9.478
GLOBAL,MINCOGBOL,1,2023,9.478
GLOBAL,MINCOGBOL,1,2024,9.478
GLOBAL,MINCOGBOL,1,2025,9.478
GLOBAL,MINCOGBOL,1,2026,9.478
GLOBAL,MINCOGBOL,1,2027,9.478
GLOBAL,MINCOGBOL,1,2028,9.478
GLOBAL,MINCOGBOL,1,2029,9.478
GLOBAL,MINCOGBOL,1,2030,9.478
GLOBAL,MINCOGBOL,1,2031,9.478
GLOBAL,MINCOGBOL,1,2032,9.478
GLOBAL,MINCOGBOL,1,2033,9.478
GLOBAL,MINCOGBOL,1,2034,9.478
GLOBAL,MINCOGBOL,1,2035,9.478
GLOBAL,MINCOGBOL,1,2036,9.478
GLOBAL,MINCOGBOL,1,2037,9.478
GLOBAL,MINCOGBOL,1,2038,9.478
GLOBAL,MINCOGBOL,1,2039,9.478
GLOBAL,MINCOGBOL,1,2040,9.478
GLOBAL,MINCOGBOL,1,2041,9.478
GLOBAL,MINCOGBOL,1,2042,9.478
GLOBAL,MINCOGBOL,1,2043,9.478
GLOBAL,MINCOGBOL,1,2044,9.478
GLOBAL,MINCOGBOL,1,2045,9.478
GLOBAL,MINCOGBOL,1,2046,9.478
GLOBAL,MINCOGBOL,1,2047,9.478
GLOBAL,MINCOGBOL,1,2048,9.478
GLOBAL,MINCOGBOL,1,2049,9.478
GLOBAL,MINCOGBOL,1,2050,9.478
GLOBAL,MINCOGBRA,1,2021,9.478
GLOBAL,MINCOGBRA,1,2022,9.478
GLOBAL,MINCOGBRA,1,2023,9.478
GLOBAL,MINCOGBRA,1,2024,9.478
GLOBAL,MINCOGBRA,1,2025,9.478
GLOBAL,MINCOGBRA,1,2026,9.478
GLOBAL,MINCOGBRA,1,2027,9.478
GLOBAL,MINCOGBRA,1,2028,9.478
GLOBAL,MINCOGBRA,1,2029,9.478
GLOBAL,MINCOGBRA,1,2030,9.478
GLOBAL,MINCOGBRA,1,2031,9.478
GLOBAL,MINCOGBRA,1,2032,9.478
GLOBAL,MINCOGBRA,1,2033,9.478
GLOBAL,MINCOGBRA,1,2034,9.478
GLOBAL,MINCOGBRA,1,2035,9.478
GLOBAL,MINCOGBRA,1,2036,9.478
GLOBAL,MINCOGBRA,1,2037,9.478
GLOBAL,MINCOGBRA,1,2038,9.478
GLOBAL,MINCOGBRA,1,2039,9.478
GLOBAL,MINCOGBRA,1,2040,9.478
GLOBAL,MINCOGBRA,1,2041,9.478
GLOBAL,MINCOGBRA,1,2042,9.478
GLOBAL,MINCOGBRA,1,2043,9.478
GLOBAL,MINCOGBRA,1,2044,9.478
GLOBAL,MINCOGBRA,1,2045,9.478
GLOBAL,MINCOGBRA,1,2046,9.478
GLOBAL,MINCOGBRA,1,2047,9.478
GLOBAL,MINCOGBRA,1,2048,9.478
GLOBAL,MINCOGBRA,1,2049,9.478
GLOBAL,MINCOGBRA,1,2050,9.478
GLOBAL,MINCOGBRN,1,2021,9.478
GLOBAL,MINCOGBRN,1,2022,9.478
GLOBAL,MINCOGBRN,1,2023,9.478
GLOBAL,MINCOGBRN,1,2024,9.478
GLOBAL,MINCOGBRN,1,2025,9.478
GLOBAL,MINCOGBRN,1,2026,9.478
GLOBAL,MINCOGBRN,1,2027,9.478
GLOBAL,MINCOGBRN,1,2028,9.478
GLOBAL,MINCOGBRN,1,2029,9.478
GLOBAL,MINCOGBRN,1,2030,9.478
GLOBAL,MINCOGBRN,1,2031,9.478
GLOBAL,MINCOGBRN,1,2032,9.478
GLOBAL,MINCOGBRN,1,2033,9.478
GLOBAL,MINCOGBRN,1,2034,9.478
GLOBAL,MINCOGBRN,1,2035,9.478
GLOBAL,MINCOGBRN,1,2036,9.478
GLOBAL,MINCOGBRN,1,2037,9.478
GLOBAL,MINCOGBRN,1,2038,9.478
GLOBAL,MINCOGBRN,1,2039,9.478
GLOBAL,MINCOGBRN,1,2040,9.478
GLOBAL,MINCOGBRN,1,2041,9.478
GLOBAL,MINCOGBRN,1,2042,9.478
GLOBAL,MINCOGBRN,1,2043,9.478
GLOBAL,MINCOGBRN,1,2044,9.478
GLOBAL,MINCOGBRN,1,2045,9.478
GLOBAL,MINCOGBRN,1,2046,9.478
GLOBAL,MINCOGBRN,1,2047,9.478
GLOBAL,MINCOGBRN,1,2048,9.478
GLOBAL,MINCOGBRN,1,2049,9.478
GLOBAL,MINCOGBRN,1,2050,9.478
GLOBAL,MINCOGBTN,1,2021,9.478
GLOBAL,MINCOGBTN,1,2022,9.478
GLOBAL,MINCOGBTN,1,2023,9.478
GLOBAL,MINCOGBTN,1,2024,9.478
GLOBAL,MINCOGBTN,1,2025,9.478
GLOBAL,MINCOGBTN,1,2026,9.478
GLOBAL,MINCOGBTN,1,2027,9.478
GLOBAL,MINCOGBTN,1,2028,9.478
GLOBAL,MINCOGBTN,1,2029,9.478
GLOBAL,MINCOGBTN,1,2030,9.478
GLOBAL,MINCOGBTN,1,2031,9.478
GLOBAL,MINCOGBTN,1,2032,9.478
GLOBAL,MINCOGBTN,1,2033,9.478
GLOBAL,MINCOGBTN,1,2034,9.478
GLOBAL,MINCOGBTN,1,2035,9.478
GLOBAL,MINCOGBTN,1,2036,9.478
GLOBAL,MINCOGBTN,1,2037,9.478
GLOBAL,MINCOGBTN,1,2038,9.478
GLOBAL,MINCOGBTN,1,2039,9.478
GLOBAL,MINCOGBTN,1,2040,9.478
GLOBAL,MINCOGBTN,1,2041,9.478
GLOBAL,MINCOGBTN,1,2042,9.478
GLOBAL,MINCOGBTN,1,2043,9.478
GLOBAL,MINCOGBTN,1,2044,9.478
GLOBAL,MINCOGBTN,1,2045,9.478
GLOBAL,MINCOGBTN,1,2046,9.478
GLOBAL,MINCOGBTN,1,2047,9.478
GLOBAL,MINCOGBTN,1,2048,9.478
GLOBAL,MINCOGBTN,1,2049,9.478
GLOBAL,MINCOGBTN,1,2050,9.478
GLOBAL,MINCOGBWA,1,2021,9.478
GLOBAL,MINCOGBWA,1,2022,9.478
GLOBAL,MINCOGBWA,1,2023,9.478
GLOBAL,MINCOGBWA,1,2024,9.478
GLOBAL,MINCOGBWA,1,2025,9.478
GLOBAL,MINCOGBWA,1,2026,9.478
GLOBAL,MINCOGBWA,1,2027,9.478
GLOBAL,MINCOGBWA,1,2028,9.478
GLOBAL,MINCOGBWA,1,2029,9.478
GLOBAL,MINCOGBWA,1,2030,9.478
GLOBAL,MINCOGBWA,1,2031,9.478
GLOBAL,MINCOGBWA,1,2032,9.478
GLOBAL,MINCOGBWA,1,2033,9.478
GLOBAL,MINCOGBWA,1,2034,9.478
GLOBAL,MINCOGBWA,1,2035,9.478
GLOBAL,MINCOGBWA,1,2036,9.478
GLOBAL,MINCOGBWA,1,2037,9.478
GLOBAL,MINCOGBWA,1,2038,9.478
GLOBAL,MINCOGBWA,1,2039,9.478
GLOBAL,MINCOGBWA,1,2040,9.478
GLOBAL,MINCOGBWA,1,2041,9.478
GLOBAL,MINCOGBWA,1,2042,9.478
GLOBAL,MINCOGBWA,1,2043,9.478
GLOBAL,MINCOGBWA,1,2044,9.478
GLOBAL,MINCOGBWA,1,2045,9.478
GLOBAL,MINCOGBWA,1,2046,9.478
GLOBAL,MINCOGBWA,1,2047,9.478
GLOBAL,MINCOGBWA,1,2048,9.478
GLOBAL,MINCOGBWA,1,2049,9.478
GLOBAL,MINCOGBWA,1,2050,9.478
GLOBAL,MINCOGCAF,1,2021,9.478
GLOBAL,MINCOGCAF,1,2022,9.478
GLOBAL,MINCOGCAF,1,2023,9.478
GLOBAL,MINCOGCAF,1,2024,9.478
GLOBAL,MINCOGCAF,1,2025,9.478
GLOBAL,MINCOGCAF,1,2026,9.478
GLOBAL,MINCOGCAF,1,2027,9.478
GLOBAL,MINCOGCAF,1,2028,9.478
GLOBAL,MINCOGCAF,1,2029,9.478
GLOBAL,MINCOGCAF,1,2030,9.478
GLOBAL,MINCOGCAF,1,2031,9.478
GLOBAL,MINCOGCAF,1,2032,9.478
GLOBAL,MINCOGCAF,1,2033,9.478
GLOBAL,MINCOGCAF,1,2034,9.478
GLOBAL,MINCOGCAF,1,2035,9.478
GLOBAL,MINCOGCAF,1,2036,9.478
GLOBAL,MINCOGCAF,1,2037,9.478
GLOBAL,MINCOGCAF,1,2038,9.478
GLOBAL,MINCOGCAF,1,2039,9.478
GLOBAL,MINCOGCAF,1,2040,9.478
GLOBAL,MINCOGCAF,1,2041,9.478
GLOBAL,MINCOGCAF,1,2042,9.478
GLOBAL,MINCOGCAF,1,2043,9.478
GLOBAL,MINCOGCAF,1,2044,9.478
GLOBAL,MINCOGCAF,1,2045,9.478
GLOBAL,MINCOGCAF,1,2046,9.478
GLOBAL,MINCOGCAF,1,2047,9.478
GLOBAL,MINCOGCAF,1,2048,9.478
GLOBAL,MINCOGCAF,1,2049,9.478
GLOBAL,MINCOGCAF,1,2050,9.478
GLOBAL,MINCOGCAN,1,2021,9.478
GLOBAL,MINCOGCAN,1,2022,9.478
GLOBAL,MINCOGCAN,1,2023,9.478
GLOBAL,MINCOGCAN,1,2024,9.478
GLOBAL,MINCOGCAN,1,2025,9.478
GLOBAL,MINCOGCAN,1,2026,9.478
GLOBAL,MINCOGCAN,1,2027,9.478
GLOBAL,MINCOGCAN,1,2028,9.478
GLOBAL,MINCOGCAN,1,2029,9.478
GLOBAL,MINCOGCAN,1,2030,9.478
GLOBAL,MINCOGCAN,1,2031,9.478
GLOBAL,MINCOGCAN,1,2032,9.478
GLOBAL,MINCOGCAN,1,2033,9.478
GLOBAL,MINCOGCAN,1,2034,9.478
GLOBAL,MINCOGCAN,1,2035,9.478
GLOBAL,MINCOGCAN,1,2036,9.478
GLOBAL,MINCOGCAN,1,2037,9.478
GLOBAL,MINCOGCAN,1,2038,9.478
GLOBAL,MINCOGCAN,1,2039,9.478
GLOBAL,MINCOGCAN,1,2040,9.478
GLOBAL,MINCOGCAN,1,2041,9.478
GLOBAL,MINCOGCAN,1,2042,9.478
GLOBAL,MINCOGCAN,1,2043,9.478
GLOBAL,MINCOGCAN,1,2044,9.478
GLOBAL,MINCOGCAN,1,2045,9.478
GLOBAL,MINCOGCAN,1,2046,9.478
GLOBAL,MINCOGCAN,1,2047,9.478
GLOBAL,MINCOGCAN,1,2048,9.478
GLOBAL,MINCOGCAN,1,2049,9.478
GLOBAL,MINCOGCAN,1,2050,9.478
GLOBAL,MINCOGCHE,1,2021,9.478
GLOBAL,MINCOGCHE,1,2022,9.478
GLOBAL,MINCOGCHE,1,2023,9.478
GLOBAL,MINCOGCHE,1,2024,9.478
GLOBAL,MINCOGCHE,1,2025,9.478
GLOBAL,MINCOGCHE,1,2026,9.478
GLOBAL,MINCOGCHE,1,2027,9.478
GLOBAL,MINCOGCHE,1,2028,9.478
GLOBAL,MINCOGCHE,1,2029,9.478
GLOBAL,MINCOGCHE,1,2030,9.478
GLOBAL,MINCOGCHE,1,2031,9.478
GLOBAL,MINCOGCHE,1,2032,9.478
GLOBAL,MINCOGCHE,1,2033,9.478
GLOBAL,MINCOGCHE,1,2034,9.478
GLOBAL,MINCOGCHE,1,2035,9.478
GLOBAL,MINCOGCHE,1,2036,9.478
GLOBAL,MINCOGCHE,1,2037,9.478
GLOBAL,MINCOGCHE,1,2038,9.478
GLOBAL,MINCOGCHE,1,2039,9.478
GLOBAL,MINCOGCHE,1,2040,9.478
GLOBAL,MINCOGCHE,1,2041,9.478
GLOBAL,MINCOGCHE,1,2042,9.478
GLOBAL,MINCOGCHE,1,2043,9.478
GLOBAL,MINCOGCHE,1,2044,9.478
GLOBAL,MINCOGCHE,1,2045,9.478
GLOBAL,MINCOGCHE,1,2046,9.478
GLOBAL,MINCOGCHE,1,2047,9.478
GLOBAL,MINCOGCHE,1,2048,9.478
GLOBAL,MINCOGCHE,1,2049,9.478
GLOBAL,MINCOGCHE,1,2050,9.478
GLOBAL,MINCOGCHL,1,2021,9.478
GLOBAL,MINCOGCHL,1,2022,9.478
GLOBAL,MINCOGCHL,1,2023,9.478
GLOBAL,MINCOGCHL,1,2024,9.478
GLOBAL,MINCOGCHL,1,2025,9.478
GLOBAL,MINCOGCHL,1,2026,9.478
GLOBAL,MINCOGCHL,1,2027,9.478
GLOBAL,MINCOGCHL,1,2028,9.478
GLOBAL,MINCOGCHL,1,2029,9.478
GLOBAL,MINCOGCHL,1,2030,9.478
GLOBAL,MINCOGCHL,1,2031,9.478
GLOBAL,MINCOGCHL,1,2032,9.478
GLOBAL,MINCOGCHL,1,2033,9.478
GLOBAL,MINCOGCHL,1,2034,9.478
GLOBAL,MINCOGCHL,1,2035,9.478
GLOBAL,MINCOGCHL,1,2036,9.478
GLOBAL,MINCOGCHL,1,2037,9.478
GLOBAL,MINCOGCHL,1,2038,9.478
GLOBAL,MINCOGCHL,1,2039,9.478
GLOBAL,MINCOGCHL,1,2040,9.478
GLOBAL,MINCOGCHL,1,2041,9.478
GLOBAL,MINCOGCHL,1,2042,9.478
GLOBAL,MINCOGCHL,1,2043,9.478
GLOBAL,MINCOGCHL,1,2044,9.478
GLOBAL,MINCOGCHL,1,2045,9.478
GLOBAL,MINCOGCHL,1,2046,9.478
GLOBAL,MINCOGCHL,1,2047,9.478
GLOBAL,MINCOGCHL,1,2048,9.478
GLOBAL,MINCOGCHL,1,2049,9.478
GLOBAL,MINCOGCHL,1,2050,9.478
GLOBAL,MINCOGCHN,1,2021,9.478
GLOBAL,MINCOGCHN,1,2022,9.478
GLOBAL,MINCOGCHN,1,2023,9.478
GLOBAL,MINCOGCHN,1,2024,9.478
GLOBAL,MINCOGCHN,1,2025,9.478
GLOBAL,MINCOGCHN,1,2026,9.478
GLOBAL,MINCOGCHN,1,2027,9.478
GLOBAL,MINCOGCHN,1,2028,9.478
GLOBAL,MINCOGCHN,1,2029,9.478
GLOBAL,MINCOGCHN,1,2030,9.478
GLOBAL,MINCOGCHN,1,2031,9.478
GLOBAL,MINCOGCHN,1,2032,9.478
GLOBAL,MINCOGCHN,1,2033,9.478
GLOBAL,MINCOGCHN,1,2034,9.478
GLOBAL,MINCOGCHN,1,2035,9.478
GLOBAL,MINCOGCHN,1,2036,9.478
GLOBAL,MINCOGCHN,1,2037,9.478
GLOBAL,MINCOGCHN,1,2038,9.478
GLOBAL,MINCOGCHN,1,2039,9.478
GLOBAL,MINCOGCHN,1,2040,9.478
GLOBAL,MINCOGCHN,1,2041,9.478
GLOBAL,MINCOGCHN,1,2042,9.478
GLOBAL,MINCOGCHN,1,2043,9.478
GLOBAL,MINCOGCHN,1,2044,9.478
GLOBAL,MINCOGCHN,1,2045,9.478
GLOBAL,MINCOGCHN,1,2046,9.478
GLOBAL,MINCOGCHN,1,2047,9.478
GLOBAL,MINCOGCHN,1,2048,9.478
GLOBAL,MINCOGCHN,1,2049,9.478
GLOBAL,MINCOGCHN,1,2050,9.478
GLOBAL,MINCOGCIV,1,2021,9.478
GLOBAL,MINCOGCIV,1,2022,9.478
GLOBAL,MINCOGCIV,1,2023,9.478
GLOBAL,MINCOGCIV,1,2024,9.478
GLOBAL,MINCOGCIV,1,2025,9.478
GLOBAL,MINCOGCIV,1,2026,9.478
GLOBAL,MINCOGCIV,1,2027,9.478
GLOBAL,MINCOGCIV,1,2028,9.478
GLOBAL,MINCOGCIV,1,2029,9.478
GLOBAL,MINCOGCIV,1,2030,9.478
GLOBAL,MINCOGCIV,1,2031,9.478
GLOBAL,MINCOGCIV,1,2032,9.478
GLOBAL,MINCOGCIV,1,2033,9.478
GLOBAL,MINCOGCIV,1,2034,9.478
GLOBAL,MINCOGCIV,1,2035,9.478
GLOBAL,MINCOGCIV,1,2036,9.478
GLOBAL,MINCOGCIV,1,2037,9.478
GLOBAL,MINCOGCIV,1,2038,9.478
GLOBAL,MINCOGCIV,1,2039,9.478
GLOBAL,MINCOGCIV,1,2040,9.478
GLOBAL,MINCOGCIV,1,2041,9.478
GLOBAL,MINCOGCIV,1,2042,9.478
GLOBAL,MINCOGCIV,1,2043,9.478
GLOBAL,MINCOGCIV,1,2044,9.478
GLOBAL,MINCOGCIV,1,2045,9.478
GLOBAL,MINCOGCIV,1,2046,9.478
GLOBAL,MINCOGCIV,1,2047,9.478
GLOBAL,MINCOGCIV,1,2048,9.478
GLOBAL,MINCOGCIV,1,2049,9.478
GLOBAL,MINCOGCIV,1,2050,9.478
GLOBAL,MINCOGCMR,1,2021,9.478
GLOBAL,MINCOGCMR,1,2022,9.478
GLOBAL,MINCOGCMR,1,2023,9.478
GLOBAL,MINCOGCMR,1,2024,9.478
GLOBAL,MINCOGCMR,1,2025,9.478
GLOBAL,MINCOGCMR,1,2026,9.478
GLOBAL,MINCOGCMR,1,2027,9.478
GLOBAL,MINCOGCMR,1,2028,9.478
GLOBAL,MINCOGCMR,1,2029,9.478
GLOBAL,MINCOGCMR,1,2030,9.478
GLOBAL,MINCOGCMR,1,2031,9.478
GLOBAL,MINCOGCMR,1,2032,9.478
GLOBAL,MINCOGCMR,1,2033,9.478
GLOBAL,MINCOGCMR,1,2034,9.478
GLOBAL,MINCOGCMR,1,2035,9.478
GLOBAL,MINCOGCMR,1,2036,9.478
GLOBAL,MINCOGCMR,1,2037,9.478
GLOBAL,MINCOGCMR,1,2038,9.478
GLOBAL,MINCOGCMR,1,2039,9.478
GLOBAL,MINCOGCMR,1,2040,9.478
GLOBAL,MINCOGCMR,1,2041,9.478
GLOBAL,MINCOGCMR,1,2042,9.478
GLOBAL,MINCOGCMR,1,2043,9.478
GLOBAL,MINCOGCMR,1,2044,9.478
GLOBAL,MINCOGCMR,1,2045,9.478
GLOBAL,MINCOGCMR,1,2046,9.478
GLOBAL,MINCOGCMR,1,2047,9.478
GLOBAL,MINCOGCMR,1,2048,9.478
GLOBAL,MINCOGCMR,1,2049,9.478
GLOBAL,MINCOGCMR,1,2050,9.478
GLOBAL,MINCOGCOD,1,2021,9.478
GLOBAL,MINCOGCOD,1,2022,9.478
GLOBAL,MINCOGCOD,1,2023,9.478
GLOBAL,MINCOGCOD,1,2024,9.478
GLOBAL,MINCOGCOD,1,2025,9.478
GLOBAL,MINCOGCOD,1,2026,9.478
GLOBAL,MINCOGCOD,1,2027,9.478
GLOBAL,MINCOGCOD,1,2028,9.478
GLOBAL,MINCOGCOD,1,2029,9.478
GLOBAL,MINCOGCOD,1,2030,9.478
GLOBAL,MINCOGCOD,1,2031,9.478
GLOBAL,MINCOGCOD,1,2032,9.478
GLOBAL,MINCOGCOD,1,2033,9.478
GLOBAL,MINCOGCOD,1,2034,9.478
GLOBAL,MINCOGCOD,1,2035,9.478
GLOBAL,MINCOGCOD,1,2036,9.478
GLOBAL,MINCOGCOD,1,2037,9.478
GLOBAL,MINCOGCOD,1,2038,9.478
GLOBAL,MINCOGCOD,1,2039,9.478
GLOBAL,MINCOGCOD,1,2040,9.478
GLOBAL,MINCOGCOD,1,2041,9.478
GLOBAL,MINCOGCOD,1,2042,9.478
GLOBAL,MINCOGCOD,1,2043,9.478
GLOBAL,MINCOGCOD,1,2044,9.478
GLOBAL,MINCOGCOD,1,2045,9.478
GLOBAL,MINCOGCOD,1,2046,9.478
GLOBAL,MINCOGCOD,1,2047,9.478
GLOBAL,MINCOGCOD,1,2048,9.478
GLOBAL,MINCOGCOD,1,2049,9.478
GLOBAL,MINCOGCOD,1,2050,9.478
GLOBAL,MINCOGCOG,1,2021,9.478
GLOBAL,MINCOGCOG,1,2022,9.478
GLOBAL,MINCOGCOG,1,2023,9.478
GLOBAL,MINCOGCOG,1,2024,9.478
GLOBAL,MINCOGCOG,1,2025,9.478
GLOBAL,MINCOGCOG,1,2026,9.478
GLOBAL,MINCOGCOG,1,2027,9.478
GLOBAL,MINCOGCOG,1,2028,9.478
GLOBAL,MINCOGCOG,1,2029,9.478
GLOBAL,MINCOGCOG,1,2030,9.478
