REGION,TECHNOLOGY,FUEL,YEAR,VALUE
GLOBAL,MINGASINT,GASINT,2021,1.8460235627515598
GLOBAL,MINGASINT,GASINT,2022,1.8536489816650474
GLOBAL,MINGASINT,GASINT,2023,2.6304567811362025
GLOBAL,MINGASINT,GASINT,2024,2.810606795316956
GLOBAL,MINGASINT,GASINT,2025,2.7573302879708907
GLOBAL,MINGASINT,GASINT,2026,2.9941570530716732
GLOBAL,MINGASINT,GASINT,2027,3.230393212480737
GLOBAL,MINGASINT,GASINT,2028,3.4672199775815358
GLOBAL,MINGASINT,GASINT,2029,3.7037361750949502
GLOBAL,MINGASINT,GASINT,2030,3.9405629401957354
GLOBAL,MINGASINT,GASINT,2031,4.234292119627422
GLOBAL,MINGASINT,GASINT,2032,4.949527234421013
GLOBAL,MINGASINT,GASINT,2033,5.238592403277153
GLOBAL,MINGASINT,GASINT,2034,5.527073506188499
GLOBAL,MINGASINT,GASINT,2035,5.816449242631983
GLOBAL,MINGASINT,GASINT,2036,6.168121257626888
GLOBAL,MINGASINT,GASINT,2037,6.52180274105422
GLOBAL,MINGASINT,GASINT,2038,6.875764262585877
GLOBAL,MINGASINT,GASINT,2039,7.230036351704925
GLOBAL,MINGASINT,GASINT,2040,7.583997873236602
GLOBAL,MINGASINT,GASINT,2041,7.991680363047832
GLOBAL,MINGASINT,GASINT,2042,8.399673420446394
GLOBAL,MINGASINT,GASINT,2043,8.814770329756817
GLOBAL,MINGASINT,GASINT,2044,9.22304342525975
GLOBAL,MINGASINT,GASINT,2045,9.546042524462004
GLOBAL,MINGASINT,GASINT,2046,10.049328473212435
GLOBAL,MINGASINT,GASINT,2047,10.556007395970404
GLOBAL,MINGASINT,GASINT,2048,11.014896726894644
GLOBAL,MINGASINT,GASINT,2049,11.517592069953205
GLOBAL,MINGASINT,GASINT,2050,12.020878018703785
GLOBAL,MINOILINT,OILINT,2021,0.5600747747183081
GLOBAL,MINOILINT,OILINT,2022,0.6175812621601128
GLOBAL,MINOILINT,OILINT,2023,0.40325759806411315
GLOBAL,PWRBIOKENXX01,ELCKENXX01,2021,1.4194038239999998
GLOBAL,PWRBIOKENXX01,ELCKENXX01,2022,1.4194038239999998
