REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2022,S1D2,38.557191
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2022,S1D1,38.557191
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2022,S2D2,77.795358
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2022,S2D1,77.795358
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2023,S1D2,38.557191
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2023,S1D1,38.557191
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2023,S2D2,77.795358
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2023,S2D1,77.795358
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2024,S1D2,38.557191
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2024,S1D1,38.557191
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2024,S2D2,77.795358
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2024,S2D1,77.795358
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2025,S1D2,39.001975
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2025,S1D1,12.551309
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2025,S2D2,91.697779
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2025,S2D1,91.697779
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2026,S1D2,39.001975
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2026,S1D1,39.001975
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2026,S2D2,91.697779
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2026,S2D1,65.687783
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2027,S1D2,39.001975
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2027,S1D1,12.551309
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2027,S2D2,91.697779
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2027,S2D1,91.697779
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2028,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2028,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2028,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2028,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2029,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2029,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2029,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2029,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2030,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2030,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2030,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2030,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2031,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2031,S1D1,26.40233
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2031,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2031,S2D1,73.628195
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2032,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2032,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2032,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2032,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2033,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2033,S1D1,23.135224
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2033,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2033,S2D1,76.840871
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2034,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2034,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2034,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2034,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2035,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2035,S1D1,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2035,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2035,S2D1,62.878612
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2036,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2036,S1D1,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2036,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2036,S2D1,62.878612
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2037,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2037,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2037,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2037,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2038,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2038,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2038,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2038,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2039,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2039,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2039,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2039,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2040,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2040,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2040,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2040,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2041,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2041,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2041,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2041,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2042,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2042,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2042,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2042,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2043,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2043,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2043,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2043,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2044,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2044,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2044,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2044,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2045,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2045,S1D1,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2045,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2045,S2D1,62.878612
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2046,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2046,S1D1,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2046,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2046,S2D1,62.878612
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2047,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2047,S1D1,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2047,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2047,S2D1,62.878612
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2048,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2048,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2048,S2D2,87.776277
