YEAR,NODE_1,NODE_2,VALUE
2021,KENXX,TZAXX,4.48
2022,KENXX,TZAXX,4.48
2023,KENXX,TZAXX,4.48
2024,KENXX,TZAXX,16.0
2025,KENXX,TZAXX,20.16
2026,KENXX,TZAXX,21.44
2027,KENXX,TZAXX,23.040000000000003
2028,KENXX,TZAXX,24.64
2029,KENXX,TZAXX,25.919999999999998
2030,KENXX,TZAXX,25.28
2031,KENXX,TZAXX,26.240000000000002
2032,KENXX,TZAXX,15.68
2033,KENXX,TZAXX,11.84
2034,KENXX,TZAXX,2.24
