YEAR,NODE_1,NODE_2,VALUE
2021,KENXX,TZAXX,4.08
2022,KENXX,TZAXX,4.24
2023,KENXX,TZAXX,0.32
2024,KENXX,TZAXX,2.4
2025,KENXX,TZAXX,2.56
