YEAR,NODE_1,NODE_2,VALUE
2021,KENXX,TZAXX,-2.56
2022,KENXX,TZAXX,-2.88
2023,KENXX,TZAXX,4.8
2024,KENXX,TZAXX,-6.4
2025,KENXX,TZAXX,-19.84
2026,KENXX,TZAXX,-18.56
2027,KENXX,TZAXX,-16.64
2028,KENXX,TZAXX,-15.36
2029,KENXX,TZAXX,-13.120000000000001
2030,KENXX,TZAXX,-12.16
2031,KENXX,TZAXX,-10.24
