REGION,TECHNOLOGY,VALUE
GLOBAL,PWRCSPBRNXX01,30.0
GLOBAL,PWRCOALAOXX01,30.0
GLOBAL,PWRCCGGHAXX01,30.0
GLOBAL,PWRBIOBGRXX01,30.0
GLOBAL,PWRWONESHXX01,30.0
GLOBAL,PWRGEOCANON01,30.0
GLOBAL,PWRCCGCOLXX01,30.0
GLOBAL,PWRWAVPOLXX01,20.0
GLOBAL,PWRWASDZAXX01,30.0
GLOBAL,PWROTHPAKXX01,30.0
GLOBAL,PWRHYDUSASW01,100.0
GLOBAL,PWRPETTTOXX01,30.0
GLOBAL,PWRURNDJIXX01,60.0
GLOBAL,PWRCCGCIVXX01,30.0
GLOBAL,PWRCCGGEOXX01,30.0
GLOBAL,PWROTHCIVXX01,30.0
GLOBAL,PWRPETUSARW01,30.0
GLOBAL,PWROILINDWE01,30.0
GLOBAL,PWROILAUSQL01,30.0
GLOBAL,PWRWOFINDWE01,30.0
GLOBAL,PWRHYDCHNGA01,100.0
GLOBAL,PWRWONLBYXX01,30.0
GLOBAL,PWRURNLUXXX01,60.0
GLOBAL,PWRCCGBLZXX01,30.0
GLOBAL,PWRHYDEGYXX01,100.0
GLOBAL,PWRURNCHNSX01,60.0
GLOBAL,PWRWONJPNSH01,30.0
GLOBAL,PWRCOGNGAXX01,30.0
GLOBAL,PWRCCGRWAXX01,30.0
GLOBAL,PWRGEOCHNCH01,30.0
GLOBAL,PWRCSPUSASV01,30.0
GLOBAL,PWRGEOCHEXX01,30.0
GLOBAL,PWRCCSCZEXX01,30.0
GLOBAL,PWRURNSDNXX01,60.0
GLOBAL,PWRBIOCHNGA01,30.0
GLOBAL,PWRPETESHXX01,30.0
GLOBAL,PWRCSPUZBXX01,30.0
GLOBAL,PWROCGCHNSC00,30.0
GLOBAL,PWRWAVGINXX01,20.0
GLOBAL,PWRCSPRUSSO01,30.0
GLOBAL,PWRSPVCIVXX01,30.0
GLOBAL,PWRHYDLBRXX01,100.0
GLOBAL,PWROTHBFAXX01,30.0
GLOBAL,PWROCGNLDXX01,30.0
GLOBAL,PWRCCGESHXX01,30.0
GLOBAL,PWRCCSUZBXX01,30.0
GLOBAL,PWRWONMWIXX01,30.0
GLOBAL,PWRWAVGTMXX01,20.0
GLOBAL,PWRSPVUSAGU01,30.0
GLOBAL,PWROILBLZXX01,30.0
GLOBAL,PWRSPVZMBXX01,30.0
GLOBAL,PWRURNGNQXX01,60.0
GLOBAL,PWRWASSLEXX01,30.0
GLOBAL,PWROTHKORXX01,30.0
GLOBAL,PWRCOGCHNJX01,30.0
GLOBAL,PWRCSPAUSQL01,30.0
GLOBAL,PWRWOFCYPXX01,30.0
GLOBAL,PWRBIOCHNLI01,30.0
GLOBAL,PWRCSPBLRXX01,30.0
GLOBAL,PWROCGEGYXX01,30.0
GLOBAL,PWRBIOIRNXX01,30.0
GLOBAL,PWRBIOFINXX01,30.0
GLOBAL,PWRCSPUSANY01,30.0
GLOBAL,PWRWONPERXX01,30.0
GLOBAL,PWRBIOLSOXX01,30.0
GLOBAL,PWROILIRQXX01,30.0
GLOBAL,PWRWONBRASE01,30.0
GLOBAL,PWROTHUSAHA01,30.0
GLOBAL,PWRHYDAUSQL01,100.0
GLOBAL,PWRWONBRACN01,30.0
GLOBAL,PWROILKWTXX01,30.0
GLOBAL,PWRCCGERIXX01,30.0
GLOBAL,PWRBIOBRASE01,30.0
GLOBAL,PWROTHPRYXX01,30.0
GLOBAL,PWROTHNZLXX01,30.0
GLOBAL,PWRCSPUSAAK01,30.0
GLOBAL,PWRWONCRIXX01,30.0
GLOBAL,PWROILTJKXX01,30.0
GLOBAL,PWRURNURYXX01,60.0
GLOBAL,PWRCOASYRXX01,30.0
GLOBAL,PWRCCGATAXX01,30.0
GLOBAL,PWRURNCHNQI01,60.0
GLOBAL,PWRWASCANAR01,30.0
GLOBAL,PWROILESHXX01,30.0
GLOBAL,PWRGEORUSUR01,30.0
GLOBAL,PWRCOGBTNXX01,30.0
GLOBAL,PWROTHMKDXX01,30.0
GLOBAL,PWRCCGOMNXX00,30.0
GLOBAL,PWRWAVUSASA01,20.0
GLOBAL,PWROILUSASN01,30.0
GLOBAL,PWRWASFJIXX01,30.0
GLOBAL,PWROILESPXX01,30.0
GLOBAL,PWRGEOMUSXX01,30.0
GLOBAL,PWRCOACHNSH01,30.0
GLOBAL,PWRCOAMRTXX01,30.0
GLOBAL,PWROCGPRTXX00,30.0
GLOBAL,PWRCCGBWAXX00,30.0
GLOBAL,PWRPETMYSXX01,30.0
GLOBAL,PWRHYDSURXX01,100.0
GLOBAL,PWROTHSOMXX01,30.0
GLOBAL,PWROTHLTUXX01,30.0
GLOBAL,PWRCCGGHAXX00,30.0
GLOBAL,PWRCCGCHNSC01,30.0
GLOBAL,PWRCCGSURXX00,30.0
GLOBAL,PWRCCGNLDXX00,30.0
GLOBAL,PWRCOACOLXX01,30.0
GLOBAL,PWROCGINDNE00,30.0
GLOBAL,PWRHYDRUSFE01,100.0
GLOBAL,PWRCOGCHNQI01,30.0
GLOBAL,PWRCCGBRAJ200,30.0
GLOBAL,PWRURNNORXX01,60.0
GLOBAL,PWRCCGJORXX01,30.0
GLOBAL,PWROTHUZBXX01,30.0
GLOBAL,PWRCCGUSARM01,30.0
GLOBAL,PWROCGGUFXX00,30.0
GLOBAL,PWRCOAALBXX01,30.0
GLOBAL,PWRCCSYEMXX01,30.0
GLOBAL,PWRCSPKWTXX01,30.0
GLOBAL,PWRCOGCHNSD01,30.0
GLOBAL,PWRWASNPLXX01,30.0
GLOBAL,PWRGEOJPNTO01,30.0
GLOBAL,PWRCSPZWEXX01,30.0
GLOBAL,PWROCGBENXX00,30.0
GLOBAL,PWRWOFSURXX01,30.0
GLOBAL,PWRWOFCHNGU01,30.0
GLOBAL,PWROILTTOXX01,30.0
GLOBAL,PWRCSPLSOXX01,30.0
GLOBAL,PWRGEOLKAXX01,30.0
GLOBAL,PWRSPVAFGXX01,30.0
GLOBAL,PWRCOGSGPXX01,30.0
GLOBAL,PWROTHINDWE01,30.0
GLOBAL,PWROCGMKDXX00,30.0
GLOBAL,PWRBIOUSASN01,30.0
GLOBAL,PWRGEOBRAJ201,30.0
GLOBAL,PWRSPVUSACA01,30.0
GLOBAL,PWRCOGCHNJS01,30.0
GLOBAL,PWRCCGGNBXX00,30.0
GLOBAL,PWRGEOCOLXX01,30.0
GLOBAL,PWRGEODZAXX01,30.0
GLOBAL,PWRWONNZLXX01,30.0
GLOBAL,PWRCOAGTMXX01,30.0
GLOBAL,PWRCSPSENXX01,30.0
GLOBAL,PWRHYDCHNYU01,100.0
GLOBAL,PWRCOATURXX01,30.0
GLOBAL,PWRURNCODXX01,60.0
GLOBAL,PWRSPVBRACW01,30.0
GLOBAL,PWROCGDOMXX00,30.0
GLOBAL,PWRHYDSRBXX01,100.0
GLOBAL,PWROILYEMXX01,30.0
GLOBAL,PWROILINDEA01,30.0
GLOBAL,PWRCOAAZEXX01,30.0
GLOBAL,PWRWAVINDSO01,20.0
GLOBAL,PWRWAVCHNZH01,20.0
GLOBAL,PWROILLBNXX01,30.0
GLOBAL,PWRWOFMLIXX01,30.0
GLOBAL,PWRBIOGNQXX01,30.0
GLOBAL,PWROCGJPNOK01,30.0
GLOBAL,PWRURNCHEXX01,60.0
GLOBAL,PWRURNBENXX01,60.0
GLOBAL,PWRCCGCHNLI01,30.0
GLOBAL,PWRWONAZEXX01,30.0
GLOBAL,PWRHYDBFAXX01,100.0
GLOBAL,PWRWASBRANE01,30.0
GLOBAL,PWRCCSBRACW01,30.0
GLOBAL,PWRCCGSDNXX01,30.0
GLOBAL,PWRURNCOGXX01,60.0
GLOBAL,PWROCGBOLXX00,30.0
GLOBAL,PWRHYDSYRXX01,100.0
GLOBAL,PWRCCGINDEA01,30.0
GLOBAL,PWROCGBRACN01,30.0
GLOBAL,PWRCCSFINXX01,30.0
GLOBAL,PWRSPVTUNXX01,30.0
GLOBAL,PWRGEOTWNXX01,30.0
GLOBAL,PWRCSPUSARE01,30.0
GLOBAL,PWRCCSGNQXX01,30.0
GLOBAL,PWRPETCHNAN01,30.0
GLOBAL,PWRCCGUSAPR01,30.0
GLOBAL,PWRBIOEGYXX01,30.0
GLOBAL,PWRCOAMLIXX01,30.0
GLOBAL,PWRCCSZAFXX01,30.0
GLOBAL,PWRHYDBLZXX01,100.0
GLOBAL,PWRURNRUSNW01,60.0
GLOBAL,PWRURNCAFXX01,60.0
GLOBAL,PWRPETTURXX01,30.0
GLOBAL,PWRCSPALBXX01,30.0
GLOBAL,PWRCSPPRTXX01,30.0
GLOBAL,PWRCOGBFAXX01,30.0
GLOBAL,PWRCCSPANXX01,30.0
GLOBAL,PWRCSPUSASS01,30.0
GLOBAL,PWRCSPLAOXX01,30.0
GLOBAL,PWRCCSAUSWA01,30.0
GLOBAL,PWRCOAUSARE01,30.0
GLOBAL,PWROCGUZBXX01,30.0
GLOBAL,PWRWOFGUYXX01,30.0
GLOBAL,PWRCSPCHLXX01,30.0
GLOBAL,PWRBIOAZEXX01,30.0
GLOBAL,PWRWAVERIXX01,20.0
GLOBAL,PWRWONCHNTI01,30.0
GLOBAL,PWRWONUSARM01,30.0
GLOBAL,PWRCCGNPLXX00,30.0
GLOBAL,PWRURNIDNXX01,60.0
GLOBAL,PWRBIOBELXX01,30.0
GLOBAL,PWRWAVTKMXX01,20.0
GLOBAL,PWRCSPMUSXX01,30.0
GLOBAL,PWRCCGUSAFR01,30.0
GLOBAL,PWRPETSRBXX01,30.0
GLOBAL,PWRWONGRCXX01,30.0
GLOBAL,PWRCSPPOLXX01,30.0
GLOBAL,PWRWONFINXX01,30.0
GLOBAL,PWRCCGDJIXX01,30.0
GLOBAL,PWRCCGMLTXX01,30.0
GLOBAL,PWRGEOTJKXX01,30.0
GLOBAL,PWRCCGTTOXX01,30.0
GLOBAL,PWROILCMRXX01,30.0
GLOBAL,PWRBIOPRYXX01,30.0
GLOBAL,PWROCGUSAAK00,30.0
GLOBAL,PWROCGCHNGU01,30.0
GLOBAL,PWRURNGUYXX01,60.0
GLOBAL,PWRURNDEUXX01,60.0
GLOBAL,PWRHYDPAKXX01,100.0
GLOBAL,PWRPETINDWE01,30.0
GLOBAL,PWRPETPOLXX01,30.0
GLOBAL,PWRCOAINDEA01,30.0
GLOBAL,PWRCCSHUNXX01,30.0
GLOBAL,PWRCSPCHNFU01,30.0
GLOBAL,PWRWAVSENXX01,20.0
GLOBAL,PWRCOGUSAFR01,30.0
GLOBAL,PWRCCSCHNLI01,30.0
GLOBAL,PWRBIOUSAHA01,30.0
GLOBAL,PWRGEORUSCE01,30.0
GLOBAL,PWROCGITAXX01,30.0
GLOBAL,PWRCCSBRAWE01,30.0
GLOBAL,PWRCSPCHNJS01,30.0
GLOBAL,PWRCOGINDSO01,30.0
GLOBAL,PWROTHAUSSA01,30.0
GLOBAL,PWRWOFAFGXX01,30.0
GLOBAL,PWRCSPBOLXX01,30.0
GLOBAL,PWROTHRWAXX01,30.0
GLOBAL,PWROCGRUSCE01,30.0
GLOBAL,PWROCGKHMXX01,30.0
GLOBAL,PWRCCGBLRXX00,30.0
GLOBAL,PWRWONNICXX01,30.0
GLOBAL,PWRWAVAUSNT01,20.0
GLOBAL,PWRCCSETHXX01,30.0
GLOBAL,PWROCGCANQC01,30.0
GLOBAL,PWRBIOAGOXX01,30.0
GLOBAL,PWRCOADEUXX01,30.0
GLOBAL,PWRPETCHEXX01,30.0
GLOBAL,PWRCSPNICXX01,30.0
GLOBAL,PWRCSPCHNJX01,30.0
GLOBAL,PWRCOAKGZXX01,30.0
GLOBAL,PWRWASUSAFR01,30.0
GLOBAL,PWROCGSRBXX01,30.0
GLOBAL,PWRCOGSYRXX01,30.0
GLOBAL,PWRWOFBLZXX01,30.0
GLOBAL,PWRPETBRACN01,30.0
GLOBAL,PWRWASUSAAK01,30.0
GLOBAL,PWRGEOTUNXX01,30.0
GLOBAL,PWRCCSINDWE01,30.0
GLOBAL,PWROCGPRYXX01,30.0
GLOBAL,PWROILMDAXX01,30.0
GLOBAL,PWROILGTMXX01,30.0
GLOBAL,PWRHYDSLEXX01,100.0
GLOBAL,PWRCCSAUSTA01,30.0
GLOBAL,PWRCOAMDGXX01,30.0
GLOBAL,PWRCCGMEXXX00,30.0
GLOBAL,PWRCSPUSANW01,30.0
GLOBAL,PWRPETJPNTO01,30.0
GLOBAL,PWRCCGJPNHO00,30.0
GLOBAL,PWRPETUSAHA01,30.0
GLOBAL,PWRGEOBWAXX01,30.0
GLOBAL,PWRCCSGUFXX01,30.0
GLOBAL,PWROCGLUXXX00,30.0
GLOBAL,PWRWASROUXX01,30.0
GLOBAL,PWROTHBENXX01,30.0
GLOBAL,PWRWASNICXX01,30.0
GLOBAL,PWRWAVINDNO01,20.0
GLOBAL,PWRWAVRUSCE01,20.0
GLOBAL,PWRGEOGMBXX01,30.0
GLOBAL,PWROCGCUBXX00,30.0
GLOBAL,PWRWASDNKXX01,30.0
GLOBAL,PWROCGUSARA01,30.0
GLOBAL,PWRWASUSANE01,30.0
GLOBAL,PWRWONUSAGU01,30.0
GLOBAL,PWROTHCHNSI01,30.0
GLOBAL,PWRWOFBELXX01,30.0
GLOBAL,PWROTHALBXX01,30.0
GLOBAL,PWRCCGUSARA01,30.0
GLOBAL,PWROTHDJIXX01,30.0
GLOBAL,PWRSPVMARXX01,30.0
GLOBAL,PWRCSPMDGXX01,30.0
GLOBAL,PWRHYDBWAXX01,100.0
GLOBAL,PWRWONJPNKY01,30.0
GLOBAL,PWRURNJPNOK01,60.0
GLOBAL,PWRWASUSAPR01,30.0
GLOBAL,PWRCCGKWTXX00,30.0
GLOBAL,PWRPETRUSSI01,30.0
GLOBAL,PWRCCGESTXX00,30.0
GLOBAL,PWRGEOCANAB01,30.0
GLOBAL,PWROTHGABXX01,30.0
GLOBAL,PWRBIOITAXX01,30.0
GLOBAL,PWRBIOCOLXX01,30.0
GLOBAL,PWROTHHUNXX01,30.0
GLOBAL,PWRBIOPRKXX01,30.0
GLOBAL,PWRWAVARMXX01,20.0
GLOBAL,PWRCOGPAKXX01,30.0
GLOBAL,PWRWASBRASE01,30.0
GLOBAL,PWRHYDSWEXX01,100.0
GLOBAL,PWRPETGINXX01,30.0
GLOBAL,PWRCOACHLXX01,30.0
GLOBAL,PWRWAVCOLXX01,20.0
GLOBAL,PWRCSPMWIXX01,30.0
GLOBAL,PWRGEOKOSXX01,30.0
GLOBAL,PWROILROUXX01,30.0
GLOBAL,PWRWOFMNEXX01,30.0
GLOBAL,PWRWASCMRXX01,30.0
GLOBAL,PWRWONTURXX01,30.0
GLOBAL,PWRBIOUSAFR01,30.0
GLOBAL,PWRBIOZAFXX01,30.0
GLOBAL,PWROCGAUSNT01,30.0
GLOBAL,PWRWOFCHNGA01,30.0
GLOBAL,PWRCCGUSASS01,30.0
GLOBAL,PWRWOFPAKXX01,30.0
GLOBAL,PWRCCSTUNXX01,30.0
GLOBAL,PWRURNBRANE01,60.0
GLOBAL,PWROCGISLXX00,30.0
GLOBAL,PWRCOAZAFXX01,30.0
GLOBAL,PWRBIOTKMXX01,30.0
GLOBAL,PWROILCHNSI01,30.0
GLOBAL,PWRHYDKENXX01,100.0
GLOBAL,PWROCGALBXX00,30.0
GLOBAL,PWRCSPOMNXX01,30.0
GLOBAL,PWROCGCHNHU00,30.0
GLOBAL,PWRCOATTOXX01,30.0
GLOBAL,PWRCOASAUXX01,30.0
GLOBAL,PWRPETMDGXX01,30.0
GLOBAL,PWRCCGCHNJS00,30.0
GLOBAL,PWROCGESTXX01,30.0
GLOBAL,PWRURNCOLXX01,60.0
GLOBAL,PWRWAVPNGXX01,20.0
GLOBAL,PWRCOACHNYU01,30.0
GLOBAL,PWROCGSVKXX01,30.0
GLOBAL,PWROTHNERXX01,30.0
GLOBAL,PWRWONCHNHJ01,30.0
GLOBAL,PWRCSPDOMXX01,30.0
GLOBAL,PWRURNKWTXX01,60.0
GLOBAL,PWRWOFCANNO01,30.0
GLOBAL,PWRBIOGMBXX01,30.0
GLOBAL,PWRCSPBDIXX01,30.0
GLOBAL,PWRHYDURYXX01,100.0
GLOBAL,PWRCCGMARXX00,30.0
GLOBAL,PWRWAVCHNAN01,20.0
GLOBAL,PWRCOAUSARA01,30.0
GLOBAL,PWROTHCHNTI01,30.0
GLOBAL,PWRHYDYEMXX01,100.0
GLOBAL,PWRSPVSAUXX01,30.0
GLOBAL,PWRWAVUSANY01,20.0
GLOBAL,PWRPETUZBXX01,30.0
GLOBAL,PWRCOAOMNXX01,30.0
GLOBAL,PWRCSPBRAJ201,30.0
GLOBAL,PWRCCGESHXX00,30.0
GLOBAL,PWRGEONPLXX01,30.0
GLOBAL,PWROCGBRAJ100,30.0
GLOBAL,PWRBIOISLXX01,30.0
GLOBAL,PWRWOFHNDXX01,30.0
GLOBAL,PWRCSPCUBXX01,30.0
GLOBAL,PWRWOFCHNHU01,30.0
GLOBAL,PWRWASRUSMV01,30.0
GLOBAL,PWRCCGAZEXX00,30.0
GLOBAL,PWROCGUSASC01,30.0
GLOBAL,PWROCGHTIXX00,30.0
GLOBAL,PWRCSPCANON01,30.0
GLOBAL,PWRCOACHNFU01,30.0
GLOBAL,PWRWOFCZEXX01,30.0
GLOBAL,PWRCSPGNQXX01,30.0
GLOBAL,PWRCOGLBRXX01,30.0
GLOBAL,PWROILTLSXX01,30.0
GLOBAL,PWRHYDGUFXX01,100.0
GLOBAL,PWRPETJORXX01,30.0
GLOBAL,PWRWAVHTIXX01,20.0
GLOBAL,PWRCOALBNXX01,30.0
GLOBAL,PWRGEOSRBXX01,30.0
GLOBAL,PWRHYDCHNHN01,100.0
GLOBAL,PWRCOABGRXX01,30.0
GLOBAL,PWRWAVTTOXX01,20.0
GLOBAL,PWRPETUSARE01,30.0
GLOBAL,PWRWONSAUXX01,30.0
GLOBAL,PWROTHCHNCH01,30.0
GLOBAL,PWRURNESTXX01,60.0
GLOBAL,PWRCCSCYPXX01,30.0
GLOBAL,PWRWOFAUTXX01,30.0
GLOBAL,PWRCSPMMRXX01,30.0
GLOBAL,PWRCOASVNXX01,30.0
GLOBAL,PWRBIOCHNHU01,30.0
GLOBAL,PWRWASNGAXX01,30.0
GLOBAL,PWRWAVGBRXX01,20.0
GLOBAL,PWRURNBWAXX01,60.0
GLOBAL,PWRCSPCOGXX01,30.0
GLOBAL,PWROCGGEOXX01,30.0
GLOBAL,PWRCCGCHNMA01,30.0
GLOBAL,PWRWASHRVXX01,30.0
GLOBAL,PWRWASUZBXX01,30.0
GLOBAL,PWRWOFCANNL01,30.0
GLOBAL,PWRURNQATXX01,60.0
GLOBAL,PWRWONCZEXX01,30.0
GLOBAL,PWRSPVJPNOK01,30.0
GLOBAL,PWRSPVIRLXX01,30.0
GLOBAL,PWRCOGCHLXX01,30.0
GLOBAL,PWRPETDNKXX01,30.0
GLOBAL,PWRCOGSURXX01,30.0
GLOBAL,PWROTHJORXX01,30.0
GLOBAL,PWRSPVATAXX01,30.0
GLOBAL,PWRCOGBRAJ201,30.0
GLOBAL,PWRHYDUSAPR01,100.0
GLOBAL,PWRPETGTMXX01,30.0
GLOBAL,PWRWOFBWAXX01,30.0
GLOBAL,PWRWASBRAWE01,30.0
GLOBAL,PWROCGNPLXX00,30.0
GLOBAL,PWRCOACHNHU01,30.0
GLOBAL,PWROTHIRNXX01,30.0
GLOBAL,PWRPETUSASW01,30.0
GLOBAL,PWRCOAMEXXX01,30.0
GLOBAL,PWRWAVRUSUR01,20.0
GLOBAL,PWROILGRCXX01,30.0
GLOBAL,PWRWAVCODXX01,20.0
GLOBAL,PWRWASCIVXX01,30.0
GLOBAL,PWROILQATXX01,30.0
GLOBAL,PWRCSPAUSSA01,30.0
GLOBAL,PWRHYDISRXX01,100.0
GLOBAL,PWRWAVPAKXX01,20.0
GLOBAL,PWRBIOESPXX01,30.0
GLOBAL,PWROCGNICXX01,30.0
GLOBAL,PWRCCGMMRXX00,30.0
GLOBAL,PWRCSPHNDXX01,30.0
GLOBAL,PWRWASBHRXX01,30.0
GLOBAL,PWRWOFBDIXX01,30.0
GLOBAL,PWRCCSUSASS01,30.0
GLOBAL,PWRGEOMMRXX01,30.0
GLOBAL,PWRPETBWAXX01,30.0
GLOBAL,PWRWASKWTXX01,30.0
GLOBAL,PWRBIOUSAER01,30.0
GLOBAL,PWRCOGSLVXX01,30.0
GLOBAL,PWRBIOCHNCH01,30.0
GLOBAL,PWRBIOKORXX01,30.0
GLOBAL,PWRSPVCHNTJ01,30.0
GLOBAL,PWRSPVNZLXX01,30.0
GLOBAL,PWRCCSMKDXX01,30.0
GLOBAL,PWRCSPZMBXX01,30.0
GLOBAL,PWRBIOJPNOK01,30.0
GLOBAL,PWRCCSPRYXX01,30.0
GLOBAL,PWROCGBFAXX01,30.0
GLOBAL,PWRBIOSVNXX01,30.0
GLOBAL,PWROILAUSWA01,30.0
GLOBAL,PWRHYDGBRXX01,100.0
GLOBAL,PWRCOAKAZXX01,30.0
GLOBAL,PWROCGOMNXX01,30.0
GLOBAL,PWRCCGUSAGU01,30.0
GLOBAL,PWRGEOIDNXX01,30.0
GLOBAL,PWRCSPCMRXX01,30.0
GLOBAL,PWROCGVENXX01,30.0
GLOBAL,PWRSPVBRACN01,30.0
GLOBAL,PWROCGCUBXX01,30.0
GLOBAL,PWRPETITAXX01,30.0
GLOBAL,PWRWASMRTXX01,30.0
GLOBAL,PWRCCSCAFXX01,30.0
GLOBAL,PWRPETGUYXX01,30.0
GLOBAL,PWRCOATUNXX01,30.0
GLOBAL,PWRWONCHNCH01,30.0
GLOBAL,PWRWONKWTXX01,30.0
GLOBAL,PWRWONCHNGU01,30.0
GLOBAL,PWROCGHNDXX01,30.0
GLOBAL,PWRWONRUSNW01,30.0
GLOBAL,PWROILSGPXX01,30.0
GLOBAL,PWRBIOTJKXX01,30.0
GLOBAL,PWRWOFSRBXX01,30.0
GLOBAL,PWRCSPTHAXX01,30.0
GLOBAL,PWRWOFCANMB01,30.0
GLOBAL,PWRSPVCANQC01,30.0
GLOBAL,PWRCCGCHNWM01,30.0
GLOBAL,PWRSPVKWTXX01,30.0
GLOBAL,PWRCOAPRKXX01,30.0
GLOBAL,PWRWONYEMXX01,30.0
GLOBAL,PWRCCGUSANE01,30.0
GLOBAL,PWRCOGCANBC01,30.0
GLOBAL,PWRSPVYEMXX01,30.0
GLOBAL,PWROILNORXX01,30.0
GLOBAL,PWRGEOBRAJ301,30.0
GLOBAL,PWRWASCOLXX01,30.0
GLOBAL,PWRWONTGOXX01,30.0
GLOBAL,PWRWASCHLXX01,30.0
GLOBAL,PWRCOAUSASA01,30.0
GLOBAL,PWRURNSLVXX01,60.0
GLOBAL,PWRCSPMNGXX01,30.0
GLOBAL,PWRCCSCHNZH01,30.0
GLOBAL,PWRWAVJPNKY01,20.0
GLOBAL,PWRWONMDGXX01,30.0
GLOBAL,PWROILHTIXX01,30.0
GLOBAL,PWRCCSINDNO01,30.0
GLOBAL,PWRHYDCANMB01,100.0
GLOBAL,PWROCGUSASN01,30.0
GLOBAL,PWRWONUSAMW01,30.0
GLOBAL,PWRWONCOGXX01,30.0
GLOBAL,PWRHYDMKDXX01,100.0
GLOBAL,PWRPETCHNJS01,30.0
GLOBAL,PWRCSPGUYXX01,30.0
GLOBAL,PWRBIOUSAME01,30.0
GLOBAL,PWROTHUSARW01,30.0
GLOBAL,PWRWAVDNKXX01,20.0
GLOBAL,PWRCOALBYXX01,30.0
GLOBAL,PWRCSPISRXX01,30.0
GLOBAL,PWROCGVENXX00,30.0
GLOBAL,PWROCGECUXX01,30.0
GLOBAL,PWROTHJPNHO01,30.0
GLOBAL,PWRSPVGABXX01,30.0
GLOBAL,PWROCGUSASV00,30.0
GLOBAL,PWRHYDBRAJ201,100.0
GLOBAL,PWRCOAIRQXX01,30.0
GLOBAL,PWRCCSCHNTJ01,30.0
GLOBAL,PWRWOFSVNXX01,30.0
GLOBAL,PWRCCGCHNJX00,30.0
GLOBAL,PWRWONUSASN01,30.0
GLOBAL,PWRCCSUSASA01,30.0
GLOBAL,PWRCCSLAOXX01,30.0
GLOBAL,PWROILCHNTI01,30.0
GLOBAL,PWRCCSGTMXX01,30.0
GLOBAL,PWRGEOLBRXX01,30.0
GLOBAL,PWRWAVAGOXX01,20.0
GLOBAL,PWRBIODZAXX01,30.0
GLOBAL,PWRCSPUSACA01,30.0
GLOBAL,PWRGEOQATXX01,30.0
GLOBAL,PWRWAVCHNGU01,20.0
GLOBAL,PWRWOFAGOXX01,30.0
GLOBAL,PWRWAVNPLXX01,20.0
GLOBAL,PWROILCHNHU01,30.0
GLOBAL,PWRHYDCODXX01,100.0
GLOBAL,PWRGEOHRVXX01,30.0
GLOBAL,PWRCCGHUNXX00,30.0
GLOBAL,PWRWOFLKAXX01,30.0
GLOBAL,PWROCGZWEXX01,30.0
GLOBAL,PWRURNCHNHJ01,60.0
GLOBAL,PWRCCGCHNHB01,30.0
GLOBAL,PWROCGINDNO01,30.0
GLOBAL,PWRCCGZAFXX01,30.0
GLOBAL,PWRURNTWNXX01,60.0
GLOBAL,PWRSPVCHNEM01,30.0
GLOBAL,PWRCOACOGXX01,30.0
GLOBAL,PWROILCYPXX01,30.0
GLOBAL,PWROILPRYXX01,30.0
GLOBAL,PWROCGUSACA00,30.0
GLOBAL,PWRPETKOSXX01,30.0
GLOBAL,PWRWONAREXX01,30.0
GLOBAL,PWRPETSAUXX01,30.0
GLOBAL,PWRPETURYXX01,30.0
GLOBAL,PWROCGGNQXX00,30.0
GLOBAL,PWROCGMUSXX01,30.0
GLOBAL,PWROILCHNSX01,30.0
GLOBAL,PWRSPVNLDXX01,30.0
GLOBAL,PWRURNUSARW01,60.0
GLOBAL,PWRPETCOLXX01,30.0
GLOBAL,PWRCCGCHNLI00,30.0
GLOBAL,PWRURNCHNMA01,60.0
GLOBAL,PWRCCGNAMXX00,30.0
GLOBAL,PWRWOFNPLXX01,30.0
GLOBAL,PWRWONROUXX01,30.0
GLOBAL,PWRSPVESTXX01,30.0
GLOBAL,PWRCCSPRKXX01,30.0
GLOBAL,PWRCCSAREXX01,30.0
GLOBAL,PWROCGGRCXX01,30.0
GLOBAL,PWRHYDSDNXX01,100.0
GLOBAL,PWRGEOAGOXX01,30.0
GLOBAL,PWRCCSESHXX01,30.0
GLOBAL,PWRCCGESPXX01,30.0
GLOBAL,PWRCSPFJIXX01,30.0
GLOBAL,PWRWONCHNJS01,30.0
GLOBAL,PWRWASCHNYU01,30.0
GLOBAL,PWRURNZMBXX01,60.0
GLOBAL,PWRHYDZMBXX01,100.0
GLOBAL,PWRHYDFRAXX01,100.0
GLOBAL,PWRCCGRUSSO01,30.0
GLOBAL,PWRSPVBELXX01,30.0
GLOBAL,PWRURNBFAXX01,60.0
GLOBAL,PWRWASMLTXX01,30.0
GLOBAL,PWRCOAURYXX01,30.0
GLOBAL,PWRURNKORXX01,60.0
GLOBAL,PWRCOGDZAXX01,30.0
GLOBAL,PWRCOGLKAXX01,30.0
GLOBAL,PWRHYDSLVXX01,100.0
GLOBAL,PWRCSPBTNXX01,30.0
GLOBAL,PWRWASCHNJS01,30.0
GLOBAL,PWROCGCHNHB00,30.0
GLOBAL,PWRCCGRUSMV00,30.0
GLOBAL,PWRCOGSVKXX01,30.0
GLOBAL,PWRURNMARXX01,60.0
GLOBAL,PWRSPVCANNL01,30.0
GLOBAL,PWRGEOBIHXX01,30.0
GLOBAL,PWRCCSMMRXX01,30.0
GLOBAL,PWRCCSCPVXX01,30.0
GLOBAL,PWRSPVBRANW01,30.0
GLOBAL,PWROTHDZAXX01,30.0
GLOBAL,PWRCOGJPNCE01,30.0
GLOBAL,PWRPETCAFXX01,30.0
