REGION,TECHNOLOGY,VALUE
GLOBAL,PWRWONRUSMV01,30.0
GLOBAL,PWRWAVCIVXX01,20.0
GLOBAL,PWRWONDJIXX01,30.0
GLOBAL,PWROTHCHNQI01,30.0
GLOBAL,PWRGEOGTMXX01,30.0
GLOBAL,PWRWAVNERXX01,20.0
GLOBAL,PWRGEOCHNAN01,30.0
GLOBAL,PWRCCGINDSO00,30.0
GLOBAL,PWRBIOBRACN01,30.0
GLOBAL,PWRWASDOMXX01,30.0
GLOBAL,PWRCSPIRNXX01,30.0
GLOBAL,PWROCGFRAXX01,30.0
GLOBAL,PWRWASGNQXX01,30.0
GLOBAL,PWRWOFUSASW01,30.0
GLOBAL,PWRGEOUSASC01,30.0
GLOBAL,PWRCCGLBNXX01,30.0
GLOBAL,PWRCCGZMBXX00,30.0
GLOBAL,PWRWONMNGXX01,30.0
GLOBAL,PWRCCGSGPXX00,30.0
GLOBAL,PWROCGCHNHJ00,30.0
GLOBAL,PWRBIOBRANE01,30.0
GLOBAL,PWRWONSYRXX01,30.0
GLOBAL,PWROCGUSARW01,30.0
GLOBAL,PWRCCGMDGXX00,30.0
GLOBAL,PWRCOGUSAER01,30.0
GLOBAL,PWRCCGJPNKY01,30.0
GLOBAL,PWRURNUSARA01,60.0
GLOBAL,PWRSPVBGDXX01,30.0
GLOBAL,PWRPETAUSSW01,30.0
GLOBAL,PWROILUSAHA01,30.0
GLOBAL,PWRWONCHNSD01,30.0
GLOBAL,PWRWOFNZLXX01,30.0
GLOBAL,PWROCGMMRXX00,30.0
GLOBAL,PWRBIOJPNKY01,30.0
GLOBAL,PWRCOAIRNXX01,30.0
GLOBAL,PWRBIOCUBXX01,30.0
GLOBAL,PWRCCGMYSXX01,30.0
GLOBAL,PWRBIOTCDXX01,30.0
GLOBAL,PWRWASINDEA01,30.0
GLOBAL,PWRCSPJPNHO01,30.0
GLOBAL,PWRCCSCHNJX01,30.0
GLOBAL,PWROCGBRAJ200,30.0
GLOBAL,PWRWASISLXX01,30.0
GLOBAL,PWRCCSUSASN01,30.0
GLOBAL,PWRCCSTTOXX01,30.0
GLOBAL,PWRWOFCHNJX01,30.0
GLOBAL,PWRWONJPNOK01,30.0
GLOBAL,PWRCCSCHNSC01,30.0
GLOBAL,PWRWOFCHNLI01,30.0
GLOBAL,PWRGEOURYXX01,30.0
GLOBAL,PWRCSPBHRXX01,30.0
GLOBAL,PWRURNJORXX01,60.0
GLOBAL,PWRCOGUSACA01,30.0
GLOBAL,PWRWASAUSSA01,30.0
GLOBAL,PWROILUSAPR01,30.0
GLOBAL,PWROCGBDIXX00,30.0
GLOBAL,PWRCOASOMXX01,30.0
GLOBAL,PWROCGTLSXX01,30.0
GLOBAL,PWROCGTGOXX00,30.0
GLOBAL,PWRCCSLVAXX01,30.0
GLOBAL,PWRWASUSANY01,30.0
GLOBAL,PWRWAVGMBXX01,20.0
GLOBAL,PWRPETCHLXX01,30.0
GLOBAL,PWRPETCHNHA01,30.0
GLOBAL,PWROCGCHNTJ00,30.0
GLOBAL,PWRCCGCHNHN01,30.0
GLOBAL,PWRWOFAZEXX01,30.0
GLOBAL,PWRWOFUSAAK01,30.0
GLOBAL,PWRCCGLKAXX01,30.0
GLOBAL,PWROCGINDSO01,30.0
GLOBAL,PWRCCSITAXX01,30.0
GLOBAL,PWRHYDCHNSH01,100.0
GLOBAL,PWRCSPCHNHN01,30.0
GLOBAL,PWRWAVCHNGD01,20.0
GLOBAL,PWRCCSCHNGU01,30.0
GLOBAL,PWRGEONGAXX01,30.0
GLOBAL,PWRCCGZWEXX00,30.0
GLOBAL,PWRGEOJPNHO01,30.0
GLOBAL,PWROTHNGAXX01,30.0
GLOBAL,PWRHYDCHNSC01,100.0
GLOBAL,PWRCOGLUXXX01,30.0
GLOBAL,PWRGEOINDEA01,30.0
GLOBAL,PWRCCGTURXX00,30.0
GLOBAL,PWRWAVLBNXX01,20.0
GLOBAL,PWRCCGBOLXX00,30.0
GLOBAL,PWRGEONLDXX01,30.0
GLOBAL,PWRCOGBRASE01,30.0
GLOBAL,PWRCCGCHNEM01,30.0
GLOBAL,PWRCOAAREXX01,30.0
GLOBAL,PWRWASALBXX01,30.0
GLOBAL,PWRGEOBOLXX01,30.0
GLOBAL,PWRWOFESPXX01,30.0
GLOBAL,PWROCGROUXX00,30.0
GLOBAL,PWROTHCHNMA01,30.0
GLOBAL,PWRCCGETHXX01,30.0
GLOBAL,PWRCOANLDXX01,30.0
GLOBAL,PWRSPVZAFXX01,30.0
GLOBAL,PWROCGJPNCE00,30.0
GLOBAL,PWROILCANMB01,30.0
GLOBAL,PWRPETRUSSO01,30.0
GLOBAL,PWRCCGRUSFE01,30.0
GLOBAL,PWROCGJPNSH00,30.0
GLOBAL,PWRWASCANAB01,30.0
GLOBAL,PWROILBRANE01,30.0
GLOBAL,PWRCCGAUSTA01,30.0
GLOBAL,PWRCOAARMXX01,30.0
GLOBAL,PWRGEOMWIXX01,30.0
GLOBAL,PWRCCSSVNXX01,30.0
GLOBAL,PWRCCSSLVXX01,30.0
GLOBAL,PWRCOAETHXX01,30.0
GLOBAL,PWROTHZWEXX01,30.0
GLOBAL,PWRBIOUSARW01,30.0
GLOBAL,PWRWOFUSAER01,30.0
GLOBAL,PWRSPVESHXX01,30.0
GLOBAL,PWRCCSIDNXX01,30.0
GLOBAL,PWRWASZAFXX01,30.0
GLOBAL,PWRWONNLDXX01,30.0
GLOBAL,PWRURNSVKXX01,60.0
GLOBAL,PWROCGUSAAZ00,30.0
GLOBAL,PWRWASUSASN01,30.0
GLOBAL,PWRBIOCHNGU01,30.0
GLOBAL,PWROTHCANBC01,30.0
GLOBAL,PWRHYDDNKXX01,100.0
GLOBAL,PWRBIOMUSXX01,30.0
GLOBAL,PWRCOGUSASE01,30.0
GLOBAL,PWROCGCIVXX01,30.0
GLOBAL,PWRPETNORXX01,30.0
GLOBAL,PWRCOAFINXX01,30.0
GLOBAL,PWRURNCHNJX01,60.0
GLOBAL,PWRCCSNPLXX01,30.0
GLOBAL,PWROILNGAXX01,30.0
GLOBAL,PWRSPVEGYXX01,30.0
GLOBAL,PWRCCSJPNHO01,30.0
GLOBAL,PWROCGUSANE00,30.0
GLOBAL,PWRWASJAMXX01,30.0
GLOBAL,PWRCOGGABXX01,30.0
GLOBAL,PWRWAVOMNXX01,20.0
GLOBAL,PWRCCGCZEXX01,30.0
GLOBAL,PWROCGAUSSW01,30.0
GLOBAL,PWROCGCOGXX00,30.0
GLOBAL,PWRCCGTWNXX00,30.0
GLOBAL,PWROCGSDNXX01,30.0
GLOBAL,PWRURNGINXX01,60.0
GLOBAL,PWRCCGURYXX01,30.0
GLOBAL,PWROTHCHNJI01,30.0
GLOBAL,PWRCOGESHXX01,30.0
GLOBAL,PWRCCGUSARA00,30.0
GLOBAL,PWROCGAUSQL00,30.0
GLOBAL,PWRCCGISRXX01,30.0
GLOBAL,PWRCOGPRYXX01,30.0
GLOBAL,PWRWONCHNHA01,30.0
GLOBAL,PWRCOAGBRXX01,30.0
GLOBAL,PWROCGKWTXX00,30.0
GLOBAL,PWRCCSLUXXX01,30.0
GLOBAL,PWRPETIDNXX01,30.0
GLOBAL,PWRWASDJIXX01,30.0
GLOBAL,PWRCCSBRANW01,30.0
GLOBAL,PWRPETGNBXX01,30.0
GLOBAL,PWRCOGBRAWE01,30.0
GLOBAL,PWRHYDBHRXX01,100.0
GLOBAL,PWRCSPRUSFE01,30.0
GLOBAL,PWRURNUSACA01,60.0
GLOBAL,PWROTHBGDXX01,30.0
GLOBAL,PWRURNMLTXX01,60.0
GLOBAL,PWRWAVCANAR01,20.0
GLOBAL,PWROCGAREXX00,30.0
GLOBAL,PWRCOGRUSCE01,30.0
GLOBAL,PWRPETAUSVI01,30.0
GLOBAL,PWRCCGISLXX01,30.0
GLOBAL,PWRCCGURYXX00,30.0
GLOBAL,PWRWASCANON01,30.0
GLOBAL,PWROILAUSVI01,30.0
GLOBAL,PWROILRUSSO01,30.0
GLOBAL,PWRCCSVENXX01,30.0
GLOBAL,PWRWOFZMBXX01,30.0
GLOBAL,PWROCGUSARM01,30.0
GLOBAL,PWRCSPESTXX01,30.0
GLOBAL,PWRCCGRUSCE01,30.0
GLOBAL,PWROCGESHXX01,30.0
GLOBAL,PWROCGBRACN00,30.0
GLOBAL,PWRCOAUSANW01,30.0
GLOBAL,PWRWOFRUSCE01,30.0
GLOBAL,PWROTHCHNHK01,30.0
GLOBAL,PWRSPVPRYXX01,30.0
GLOBAL,PWRURNKGZXX01,60.0
GLOBAL,PWRCOGDJIXX01,30.0
GLOBAL,PWRCOGIRLXX01,30.0
GLOBAL,PWRHYDAUSNT01,100.0
GLOBAL,PWRCCGAFGXX01,30.0
GLOBAL,PWRWOFCHNEM01,30.0
GLOBAL,PWRWAVBRASE01,20.0
GLOBAL,PWRWOFCHNHB01,30.0
GLOBAL,PWRWASCHNXI01,30.0
GLOBAL,PWRURNUSAGU01,60.0
GLOBAL,PWRPETUSAAK01,30.0
GLOBAL,PWRCCGBRANW01,30.0
GLOBAL,PWROCGKWTXX01,30.0
GLOBAL,PWRWASAUSNT01,30.0
GLOBAL,PWRHYDCHNWM01,100.0
GLOBAL,PWRGEOCODXX01,30.0
GLOBAL,PWRWOFHTIXX01,30.0
GLOBAL,PWRCCSUSAAZ01,30.0
GLOBAL,PWRPETYEMXX01,30.0
GLOBAL,PWRURNBRNXX01,60.0
GLOBAL,PWROTHCOGXX01,30.0
GLOBAL,PWROCGUSAME01,30.0
GLOBAL,PWRCCSMNEXX01,30.0
GLOBAL,PWRCOGRUSSO01,30.0
GLOBAL,PWRCOGMYSXX01,30.0
GLOBAL,PWRWONVNMXX01,30.0
GLOBAL,PWRWOFESHXX01,30.0
GLOBAL,PWROTHURYXX01,30.0
GLOBAL,PWRBIOIRLXX01,30.0
GLOBAL,PWRWOFMKDXX01,30.0
GLOBAL,PWRWASBFAXX01,30.0
GLOBAL,PWROILCHEXX01,30.0
GLOBAL,PWRCOGTJKXX01,30.0
GLOBAL,PWRCOGCHNMA01,30.0
GLOBAL,PWROCGBRASO01,30.0
GLOBAL,PWRWONGTMXX01,30.0
GLOBAL,PWRWAVKAZXX01,20.0
GLOBAL,PWRSPVPNGXX01,30.0
GLOBAL,PWRCCGZAFXX00,30.0
GLOBAL,PWRWONBDIXX01,30.0
GLOBAL,PWRCOGGUFXX01,30.0
GLOBAL,PWROCGKGZXX01,30.0
GLOBAL,PWRSPVFJIXX01,30.0
GLOBAL,PWRCOABIHXX01,30.0
GLOBAL,PWRWONARGXX01,30.0
GLOBAL,PWROILKHMXX01,30.0
GLOBAL,PWROTHKWTXX01,30.0
GLOBAL,PWRWASRUSUR01,30.0
GLOBAL,PWRURNUZBXX01,60.0
GLOBAL,PWRHYDIRLXX01,100.0
GLOBAL,PWROCGLVAXX00,30.0
GLOBAL,PWRURNUSAAZ01,60.0
GLOBAL,PWRWONJPNHO01,30.0
GLOBAL,PWRWAVETHXX01,20.0
GLOBAL,PWRCCGINDNO00,30.0
GLOBAL,PWRCCSCHNBE01,30.0
GLOBAL,PWRCSPCZEXX01,30.0
GLOBAL,PWRCCGISLXX00,30.0
GLOBAL,PWRCOACHNTJ01,30.0
GLOBAL,PWRWONAUTXX01,30.0
GLOBAL,PWROTHCHLXX01,30.0
GLOBAL,PWRWAVRUSSI01,20.0
GLOBAL,PWRCOGCANNL01,30.0
GLOBAL,PWRCCGCHNGX01,30.0
GLOBAL,PWRCCSBIHXX01,30.0
GLOBAL,PWRCOGPERXX01,30.0
GLOBAL,PWRCSPECUXX01,30.0
GLOBAL,PWRSPVGEOXX01,30.0
GLOBAL,PWRCOAISLXX01,30.0
GLOBAL,PWRPETAUSQL01,30.0
GLOBAL,PWRPETROUXX01,30.0
GLOBAL,PWRCSPCHNHU01,30.0
GLOBAL,PWRBIOCHNQI01,30.0
GLOBAL,PWRWAVFJIXX01,20.0
GLOBAL,PWROILMRTXX01,30.0
GLOBAL,PWRWASINDNE01,30.0
GLOBAL,PWRCCSJORXX01,30.0
GLOBAL,PWROILJPNCE01,30.0
GLOBAL,PWRSPVCHNHJ01,30.0
GLOBAL,PWRCCSSWZXX01,30.0
GLOBAL,PWRWASCPVXX01,30.0
GLOBAL,PWRCOGZWEXX01,30.0
GLOBAL,PWROILCHNMA01,30.0
GLOBAL,PWRGEOHNDXX01,30.0
GLOBAL,PWROILAFGXX01,30.0
GLOBAL,PWRCCGBRACN00,30.0
GLOBAL,PWRHYDCANAB01,100.0
GLOBAL,PWRWONGINXX01,30.0
GLOBAL,PWRWASCHNSI01,30.0
GLOBAL,PWRPETSVKXX01,30.0
GLOBAL,PWRGEOUSAFR01,30.0
GLOBAL,PWRWONRUSFE01,30.0
GLOBAL,PWRCCGMDAXX00,30.0
GLOBAL,PWRWOFCHNSI01,30.0
GLOBAL,PWRCCGCANQC00,30.0
GLOBAL,PWROCGHUNXX01,30.0
GLOBAL,PWRBIOJPNCE01,30.0
GLOBAL,PWRHYDPOLXX01,100.0
GLOBAL,PWRPETHTIXX01,30.0
GLOBAL,PWRCCSCHNAN01,30.0
GLOBAL,PWRURNNAMXX01,60.0
GLOBAL,PWROCGSLEXX00,30.0
GLOBAL,PWRCCSCRIXX01,30.0
GLOBAL,PWRCSPBIHXX01,30.0
GLOBAL,PWRSPVGTMXX01,30.0
GLOBAL,PWRWAVUSARE01,20.0
GLOBAL,PWRCOGCHNHU01,30.0
GLOBAL,PWRCCGUSASA01,30.0
GLOBAL,PWRURNCHNGA01,60.0
GLOBAL,PWRCCSKOSXX01,30.0
GLOBAL,PWRGEOLTUXX01,30.0
GLOBAL,PWRCCGDOMXX00,30.0
GLOBAL,PWROCGBTNXX00,30.0
GLOBAL,PWRWONCHNGD01,30.0
GLOBAL,PWRWONTZAXX01,30.0
GLOBAL,PWRWONBHRXX01,30.0
GLOBAL,PWRPETCANSK01,30.0
GLOBAL,PWRWASMUSXX01,30.0
GLOBAL,PWRSPVFINXX01,30.0
GLOBAL,PWRPETDZAXX01,30.0
GLOBAL,PWROTHCHNHN01,30.0
GLOBAL,PWRHYDJPNHO01,100.0
GLOBAL,PWRCCGCHNSX01,30.0
GLOBAL,PWRCCSOMNXX01,30.0
GLOBAL,PWROCGUSAFR01,30.0
GLOBAL,PWROILUSASE01,30.0
GLOBAL,PWRWAVCHNJI01,20.0
GLOBAL,PWRCCGCOGXX00,30.0
GLOBAL,PWRSPVMLTXX01,30.0
GLOBAL,PWRGEOLBNXX01,30.0
GLOBAL,PWROILFJIXX01,30.0
GLOBAL,PWRGEOCHNWM01,30.0
GLOBAL,PWRCCSMOZXX01,30.0
GLOBAL,PWROILMNGXX01,30.0
GLOBAL,PWROCGDJIXX00,30.0
GLOBAL,PWRCCSUSARE01,30.0
GLOBAL,PWRBIOCHNHA01,30.0
GLOBAL,PWRSPVCANMB01,30.0
GLOBAL,PWRWASCRIXX01,30.0
GLOBAL,PWRHYDGEOXX01,100.0
GLOBAL,PWRCCGGABXX00,30.0
GLOBAL,PWRHYDUSASV01,100.0
GLOBAL,PWRCSPCHNXI01,30.0
GLOBAL,PWRCOGARGXX01,30.0
GLOBAL,PWRCCGMUSXX00,30.0
GLOBAL,PWRGEOGRCXX01,30.0
GLOBAL,PWRWAVBRNXX01,20.0
GLOBAL,PWROILPERXX01,30.0
GLOBAL,PWRSPVUSARE01,30.0
GLOBAL,PWRCOABRAJ301,30.0
GLOBAL,PWROTHUSACA01,30.0
GLOBAL,PWRWONTJKXX01,30.0
GLOBAL,PWRWOFCHNGX01,30.0
GLOBAL,PWROCGMYSXX01,30.0
GLOBAL,PWRPETKORXX01,30.0
GLOBAL,PWRGEOUSAMW01,30.0
GLOBAL,PWRGEONZLXX01,30.0
GLOBAL,PWRWOFBHRXX01,30.0
GLOBAL,PWRPETUSARM01,30.0
GLOBAL,PWRCCGLAOXX00,30.0
GLOBAL,PWRCSPUSAGU01,30.0
GLOBAL,PWRCOGCANON01,30.0
GLOBAL,PWRCOGCHNTI01,30.0
GLOBAL,PWROCGCPVXX00,30.0
GLOBAL,PWRCOGCMRXX01,30.0
GLOBAL,PWROTHHNDXX01,30.0
GLOBAL,PWRGEOCHNSI01,30.0
GLOBAL,PWRWONSURXX01,30.0
GLOBAL,PWROILPHLXX01,30.0
GLOBAL,PWRGEOGUFXX01,30.0
GLOBAL,PWROTHERIXX01,30.0
GLOBAL,PWRCCSBRACN01,30.0
GLOBAL,PWRWAVBRACW01,20.0
GLOBAL,PWRCCGCHEXX00,30.0
GLOBAL,PWRCOAUSAMW01,30.0
GLOBAL,PWROILAGOXX01,30.0
GLOBAL,PWRCCSCHNMA01,30.0
GLOBAL,PWRWAVESHXX01,20.0
GLOBAL,PWRCCGBRNXX01,30.0
GLOBAL,PWROCGCHNLI00,30.0
GLOBAL,PWRWOFMYSXX01,30.0
GLOBAL,PWRCOGJPNHO01,30.0
GLOBAL,PWRWAVGUYXX01,20.0
GLOBAL,PWRHYDINDNO01,100.0
GLOBAL,PWROTHBDIXX01,30.0
GLOBAL,PWRCOACANON01,30.0
GLOBAL,PWRCOGMLTXX01,30.0
GLOBAL,PWRCCSZWEXX01,30.0
GLOBAL,PWROCGSOMXX01,30.0
GLOBAL,PWRCSPCANNO01,30.0
GLOBAL,PWRGEOCHNHK01,30.0
GLOBAL,PWRBIOBHRXX01,30.0
GLOBAL,PWRHYDUGAXX01,100.0
GLOBAL,PWRBIOALBXX01,30.0
GLOBAL,PWRCCGCHNBE00,30.0
GLOBAL,PWRCOACHNGD01,30.0
GLOBAL,PWROCGBRACW01,30.0
GLOBAL,PWROCGLBRXX00,30.0
GLOBAL,PWROILCHNGD01,30.0
GLOBAL,PWRWASURYXX01,30.0
GLOBAL,PWRWONAFGXX01,30.0
GLOBAL,PWRGEOVENXX01,30.0
GLOBAL,PWRHYDFINXX01,100.0
GLOBAL,PWRSPVDOMXX01,30.0
GLOBAL,PWRCOGCAFXX01,30.0
GLOBAL,PWROILRWAXX01,30.0
GLOBAL,PWRCCGLTUXX01,30.0
GLOBAL,PWRCCSCHNHJ01,30.0
GLOBAL,PWRCOAPERXX01,30.0
GLOBAL,PWROTHCHEXX01,30.0
GLOBAL,PWRWONUSAFR01,30.0
GLOBAL,PWRBIOYEMXX01,30.0
GLOBAL,PWRGEOGNBXX01,30.0
GLOBAL,PWRGEORUSSI01,30.0
GLOBAL,PWROCGJPNHO01,30.0
GLOBAL,PWRBIOCODXX01,30.0
GLOBAL,PWROILCPVXX01,30.0
GLOBAL,PWRWAVLTUXX01,20.0
GLOBAL,PWRWAVZAFXX01,20.0
GLOBAL,PWRHYDGABXX01,100.0
GLOBAL,PWRCCGESPXX00,30.0
GLOBAL,PWRCCSCMRXX01,30.0
GLOBAL,PWRCSPBRANW01,30.0
GLOBAL,PWRCSPCHNZH01,30.0
GLOBAL,PWROILISRXX01,30.0
GLOBAL,PWRWOFCHNCH01,30.0
GLOBAL,PWRCSPLUXXX01,30.0
GLOBAL,PWRCOANAMXX01,30.0
GLOBAL,PWRWAVCANBC01,20.0
GLOBAL,PWRCCGDZAXX01,30.0
GLOBAL,PWRBIOUSAPR01,30.0
GLOBAL,PWRWONISLXX01,30.0
GLOBAL,PWRWOFIRQXX01,30.0
GLOBAL,PWRSPVPAKXX01,30.0
GLOBAL,PWRWONBRACW01,30.0
GLOBAL,PWRCCGGMBXX01,30.0
GLOBAL,PWRCOGUSAAZ01,30.0
GLOBAL,PWRHYDUSACA01,100.0
GLOBAL,PWROTHAUSWA01,30.0
GLOBAL,PWRCCGCOGXX01,30.0
GLOBAL,PWRSPVSURXX01,30.0
GLOBAL,PWRHYDCHNHA01,100.0
GLOBAL,PWRGEOKENXX01,30.0
GLOBAL,PWRCOGUSANY01,30.0
GLOBAL,PWROILTGOXX01,30.0
GLOBAL,PWRWASKOSXX01,30.0
GLOBAL,PWRBIOROUXX01,30.0
GLOBAL,PWRCOGCHNGD01,30.0
GLOBAL,PWRBIOSENXX01,30.0
GLOBAL,PWRGEOCIVXX01,30.0
GLOBAL,PWRCSPAREXX01,30.0
GLOBAL,PWRCCSCOLXX01,30.0
GLOBAL,PWRBIONZLXX01,30.0
GLOBAL,PWRCSPAUTXX01,30.0
GLOBAL,PWRWONCHNJX01,30.0
GLOBAL,PWRHYDZWEXX01,100.0
GLOBAL,PWRSPVUSAER01,30.0
GLOBAL,PWROTHVENXX01,30.0
GLOBAL,PWRCOACANAB01,30.0
GLOBAL,PWRBIOBRAWE01,30.0
GLOBAL,PWROCGAUSTA00,30.0
GLOBAL,PWRSPVSVKXX01,30.0
GLOBAL,PWRPETZAFXX01,30.0
GLOBAL,PWRWASLTUXX01,30.0
GLOBAL,PWRWONFJIXX01,30.0
GLOBAL,PWRHYDZAFXX01,100.0
GLOBAL,PWRCCSCHNTI01,30.0
GLOBAL,PWRURNCANNL01,60.0
GLOBAL,PWRCSPCHNJI01,30.0
GLOBAL,PWRCCGGUYXX00,30.0
GLOBAL,PWRCCGSENXX01,30.0
GLOBAL,PWRBIOSDNXX01,30.0
GLOBAL,PWRCOGRUSSI01,30.0
GLOBAL,PWRWASTURXX01,30.0
GLOBAL,PWRCCGCHNHA01,30.0
GLOBAL,PWRCOAPRTXX01,30.0
GLOBAL,PWRWOFCRIXX01,30.0
GLOBAL,PWROCGGABXX00,30.0
GLOBAL,PWRURNYEMXX01,60.0
GLOBAL,PWRCCSARMXX01,30.0
GLOBAL,PWRCOACHNEM01,30.0
GLOBAL,PWRCCSISRXX01,30.0
GLOBAL,PWRCCSERIXX01,30.0
GLOBAL,PWRCCGUSAMW01,30.0
GLOBAL,PWRWONUSARW01,30.0
GLOBAL,PWRWAVLBRXX01,20.0
GLOBAL,PWRCOAMNEXX01,30.0
GLOBAL,PWRCSPUGAXX01,30.0
GLOBAL,PWRHYDINDSO01,100.0
GLOBAL,PWRCSPGRCXX01,30.0
GLOBAL,PWRCOGCHNYU01,30.0
GLOBAL,PWRWONCHNSC01,30.0
GLOBAL,PWRWONBRNXX01,30.0
GLOBAL,PWRCOABRAJ101,30.0
GLOBAL,PWRPETFRAXX01,30.0
GLOBAL,PWRCCGBRANW00,30.0
GLOBAL,PWRCSPUSAAZ01,30.0
GLOBAL,PWRPETUSAFR01,30.0
GLOBAL,PWRCOAUSAER01,30.0
GLOBAL,PWRHYDCHNZH01,100.0
GLOBAL,PWRCOGSWEXX01,30.0
GLOBAL,PWRGEOGUYXX01,30.0
GLOBAL,PWROCGUSAHA00,30.0
GLOBAL,PWRPETBFAXX01,30.0
GLOBAL,PWROTHESHXX01,30.0
GLOBAL,PWRCCSKENXX01,30.0
GLOBAL,PWRURNTJKXX01,60.0
GLOBAL,PWRWAVMOZXX01,20.0
GLOBAL,PWRURNCHNSI01,60.0
GLOBAL,PWRWASUSAMW01,30.0
GLOBAL,PWRBIOCHNHJ01,30.0
GLOBAL,PWRWONINDWE01,30.0
GLOBAL,PWRWAVTLSXX01,20.0
GLOBAL,PWRWASSURXX01,30.0
GLOBAL,PWRWAVHUNXX01,20.0
GLOBAL,PWROCGBGDXX00,30.0
GLOBAL,PWROTHCANAB01,30.0
GLOBAL,PWRWAVMYSXX01,20.0
GLOBAL,PWRCOACHEXX01,30.0
GLOBAL,PWROILUSANE01,30.0
GLOBAL,PWROCGUSAER01,30.0
GLOBAL,PWRHYDCHNGX01,100.0
GLOBAL,PWRCOABRANE01,30.0
GLOBAL,PWRWONCHNZH01,30.0
GLOBAL,PWRBIOINDNO01,30.0
GLOBAL,PWRSPVQATXX01,30.0
GLOBAL,PWRBIOINDNE01,30.0
GLOBAL,PWRCSPCHNHJ01,30.0
GLOBAL,PWRWOFGRCXX01,30.0
GLOBAL,PWRSPVCHNSX01,30.0
GLOBAL,PWRCCSSRBXX01,30.0
GLOBAL,PWRPETCANQC01,30.0
GLOBAL,PWRGEOISLXX01,30.0
GLOBAL,PWRCSPGABXX01,30.0
GLOBAL,PWRCOACHNWM01,30.0
GLOBAL,PWRWASUSARW01,30.0
GLOBAL,PWRCCSLTUXX01,30.0
GLOBAL,PWRGEOCANQC01,30.0
GLOBAL,PWRCSPBGRXX01,30.0
GLOBAL,PWRGEOOMNXX01,30.0
GLOBAL,PWROTHAREXX01,30.0
GLOBAL,PWROILUSASV01,30.0
GLOBAL,PWRCSPRUSMV01,30.0
GLOBAL,PWRCCGCANAR00,30.0
GLOBAL,PWROCGUSASW00,30.0
GLOBAL,PWRCSPNERXX01,30.0
GLOBAL,PWRWOFTCDXX01,30.0
GLOBAL,PWRHYDLTUXX01,100.0
GLOBAL,PWRSPVLKAXX01,30.0
GLOBAL,PWRCOACHNSC01,30.0
GLOBAL,PWRSPVCAFXX01,30.0
GLOBAL,PWRBIOCHNHN01,30.0
GLOBAL,PWRPETLSOXX01,30.0
GLOBAL,PWRWASATAXX01,30.0
GLOBAL,PWRCOGCHNHE01,30.0
GLOBAL,PWRCOGNPLXX01,30.0
GLOBAL,PWRCOGTWNXX01,30.0
GLOBAL,PWRCOACHNHK01,30.0
GLOBAL,PWRGEOUSAGU01,30.0
GLOBAL,PWRGEOYEMXX01,30.0
GLOBAL,PWRGEOMNGXX01,30.0
GLOBAL,PWROILBRASO01,30.0
GLOBAL,PWRCCSSVKXX01,30.0
GLOBAL,PWROTHTHAXX01,30.0
GLOBAL,PWRSPVCHNXI01,30.0
GLOBAL,PWROILBRNXX01,30.0
GLOBAL,PWROTHCYPXX01,30.0
GLOBAL,PWROTHCPVXX01,30.0
GLOBAL,PWRCSPSLEXX01,30.0
GLOBAL,PWRWOFUSASN01,30.0
GLOBAL,PWRCCSQATXX01,30.0
GLOBAL,PWRPETQATXX01,30.0
GLOBAL,PWRCSPJPNTO01,30.0
GLOBAL,PWRSPVBTNXX01,30.0
GLOBAL,PWRSPVIDNXX01,30.0
GLOBAL,PWRWOFINDNO01,30.0
GLOBAL,PWRCCGCHNQI01,30.0
GLOBAL,PWRGEOCANNL01,30.0
GLOBAL,PWRBIOBRNXX01,30.0
GLOBAL,PWRPETJPNKY01,30.0
GLOBAL,PWRCCGAREXX00,30.0
GLOBAL,PWRWOFNGAXX01,30.0
GLOBAL,PWRCOAZWEXX01,30.0
GLOBAL,PWROCGGMBXX01,30.0
GLOBAL,PWRCCGUSANY00,30.0
GLOBAL,PWRCSPHTIXX01,30.0
GLOBAL,PWRWOFAUSVI01,30.0
GLOBAL,PWRCCSKORXX01,30.0
GLOBAL,PWRSPVERIXX01,30.0
GLOBAL,PWRGEOINDWE01,30.0
GLOBAL,PWRCCGGNQXX01,30.0
GLOBAL,PWRWASSVNXX01,30.0
GLOBAL,PWRURNUSASS01,60.0
GLOBAL,PWRCOGUSARM01,30.0
GLOBAL,PWRWAVBELXX01,20.0
GLOBAL,PWRWOFCMRXX01,30.0
GLOBAL,PWRCCGMOZXX00,30.0
GLOBAL,PWROCGMNEXX01,30.0
GLOBAL,PWRCOACHNGU01,30.0
GLOBAL,PWRHYDCMRXX01,100.0
GLOBAL,PWRCSPTCDXX01,30.0
GLOBAL,PWRWONTCDXX01,30.0
GLOBAL,PWRWOFUSAFR01,30.0
GLOBAL,PWRSPVRUSNW01,30.0
GLOBAL,PWRCOGPOLXX01,30.0
GLOBAL,PWRCSPPRKXX01,30.0
GLOBAL,PWRSPVUGAXX01,30.0
GLOBAL,PWRPETNZLXX01,30.0
GLOBAL,PWROTHBHRXX01,30.0
GLOBAL,PWRWONALBXX01,30.0
GLOBAL,PWRBIOUSAMW01,30.0
GLOBAL,PWRWAVMUSXX01,20.0
GLOBAL,PWROCGGTMXX00,30.0
GLOBAL,PWRCOAGNQXX01,30.0
GLOBAL,PWROILCZEXX01,30.0
GLOBAL,PWRCCGJPNKY00,30.0
