REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,PWRCCGAFGXX00,GASINT,2,2032,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2033,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2034,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2035,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2036,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2037,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2038,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2039,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2040,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2041,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2042,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2043,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2044,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2045,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2046,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2047,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2048,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2049,2.49
GLOBAL,PWRCCGAFGXX00,GASINT,2,2050,2.49
GLOBAL,PWROCGAFGXX00,GASAFG,1,2021,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2022,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2023,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2024,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2025,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2026,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2027,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2028,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2029,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2030,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2031,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2032,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2033,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2034,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2035,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2036,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2037,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2038,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2039,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2040,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2041,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2042,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2043,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2044,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2045,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2046,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2047,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2048,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2049,2.97
GLOBAL,PWROCGAFGXX00,GASAFG,1,2050,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2021,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2022,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2023,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2024,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2025,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2026,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2027,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2028,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2029,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2030,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2031,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2032,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2033,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2034,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2035,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2036,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2037,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2038,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2039,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2040,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2041,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2042,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2043,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2044,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2045,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2046,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2047,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2048,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2049,2.97
GLOBAL,PWROCGAFGXX00,GASINT,2,2050,2.97
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2021,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2022,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2023,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2024,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2025,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2026,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2027,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2028,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2029,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2030,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2031,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2032,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2033,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2034,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2035,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2036,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2037,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2038,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2039,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2040,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2041,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2042,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2043,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2044,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2045,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2046,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2047,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2048,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2049,1.0
GLOBAL,PWRHYDAFGXX01,HYDAFGXX,1,2050,1.0
GLOBAL,PWROILAFGXX01,OILAFG,1,2021,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2022,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2023,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2024,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2025,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2026,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2027,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2028,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2029,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2030,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2031,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2032,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2033,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2034,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2035,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2036,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2037,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2038,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2039,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2040,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2041,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2042,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2043,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2044,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2045,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2046,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2047,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2048,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2049,3.07
GLOBAL,PWROILAFGXX01,OILAFG,1,2050,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2021,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2022,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2023,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2024,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2025,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2026,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2027,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2028,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2029,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2030,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2031,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2032,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2033,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2034,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2035,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2036,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2037,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2038,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2039,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2040,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2041,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2042,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2043,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2044,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2045,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2046,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2047,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2048,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2049,3.07
GLOBAL,PWROILAFGXX01,OILINT,2,2050,3.07
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2021,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2022,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2023,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2024,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2025,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2026,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2027,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2028,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2029,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2030,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2031,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2032,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2033,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2034,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2035,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2036,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2037,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2038,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2039,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2040,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2041,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2042,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2043,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2044,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2045,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2046,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2047,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2048,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2049,1.0
GLOBAL,PWRSPVAFGXX01,SPVAFGXX,1,2050,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2021,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2022,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2023,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2024,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2025,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2026,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2027,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2028,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2029,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2030,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2031,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2032,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2033,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2034,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2035,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2036,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2037,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2038,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2039,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2040,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2041,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2042,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2043,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2044,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2045,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2046,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2047,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2048,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2049,1.0
GLOBAL,PWROTHAFGXX01,OTHAFG,1,2050,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2021,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2022,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2023,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2024,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2025,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2026,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2027,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2028,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2029,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2030,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2031,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2032,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2033,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2034,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2035,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2036,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2037,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2038,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2039,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2040,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2041,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2042,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2043,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2044,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2045,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2046,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2047,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2048,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2049,1.0
GLOBAL,PWROTHAFGXX01,OTHINT,2,2050,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2021,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2022,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2023,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2024,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2025,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2026,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2027,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2028,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2029,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2030,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2031,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2032,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2033,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2034,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2035,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2036,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2037,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2038,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2039,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2040,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2041,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2042,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2043,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2044,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2045,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2046,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2047,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2048,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2049,1.0
GLOBAL,PWRCSPAFGXX01,CSPAFGXX,1,2050,1.0
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2021,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2022,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2023,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2024,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2025,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2026,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2027,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2028,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2029,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2030,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2031,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2032,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2033,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2034,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2035,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2036,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2037,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2038,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2039,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2040,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2041,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2042,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2043,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2044,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2045,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2046,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2047,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2048,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2049,3.67
GLOBAL,PWRBIOAFGXX01,BIOAFGXX,1,2050,3.67
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2021,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2022,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2023,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2024,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2025,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2026,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2027,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2028,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2029,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2030,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2031,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2032,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2033,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2034,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2035,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2036,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2037,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2038,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2039,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2040,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2041,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2042,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2043,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2044,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2045,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2046,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2047,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2048,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2049,2.92
GLOBAL,PWRCOAAFGXX01,COAAFG,1,2050,2.92
GLOBAL,PWRCOAAFGXX01,COAINT,2,2021,2.92
GLOBAL,PWRCOAAFGXX01,COAINT,2,2022,2.92
GLOBAL,PWRCOAAFGXX01,COAINT,2,2023,2.92
GLOBAL,PWRCOAAFGXX01,COAINT,2,2024,2.92
GLOBAL,PWRCOAAFGXX01,COAINT,2,2025,2.92
GLOBAL,PWRCOAAFGXX01,COAINT,2,2026,2.92
