REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
GLOBAL,S3D3,PWRBIOTZAXX01,1,ELCTZAXX01,2042,11.593917569757844
GLOBAL,S3D3,PWRBIOTZAXX01,1,ELCTZAXX01,2043,12.340044651854088
GLOBAL,S3D3,PWRBIOTZAXX01,1,ELCTZAXX01,2044,13.08617173395033
GLOBAL,S3D3,PWRBIOTZAXX01,1,ELCTZAXX01,2045,13.83229881604683
GLOBAL,S3D3,PWRBIOTZAXX01,1,ELCTZAXX01,2046,14.578425898142818
GLOBAL,S3D3,PWRBIOTZAXX01,1,ELCTZAXX01,2047,22.344617953039585
GLOBAL,S3D3,PWRBIOTZAXX01,1,ELCTZAXX01,2048,23.09074503513634
GLOBAL,S3D3,PWRBIOTZAXX01,1,ELCTZAXX01,2049,23.83687211723258
GLOBAL,S3D3,PWRBIOTZAXX01,1,ELCTZAXX01,2050,17.56293422652881
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2021,29.67146927519136
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2022,30.515341960336567
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2023,30.540854382322767
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2024,31.67211099703053
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2025,33.212505970100544
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2026,98.45846647279352
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2027,161.32938266668938
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2028,227.03853886058528
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2029,307.1843673784743
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2030,358.4568512483771
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2031,387.0026322178565
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2032,418.38665318733587
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2033,446.93243415681513
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2034,475.47821512629446
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2035,504.0239960957738
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2036,532.5697770652532
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2037,561.1155580347324
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2038,589.6613390042119
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2039,618.2071199736912
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2040,646.7529009431705
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2041,689.8408722178564
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2042,732.9288434925422
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2043,776.016814767228
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2044,819.1047860419137
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2045,867.0417030673793
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2046,910.129674342065
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2047,953.2176456167507
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2048,998.1386468914368
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2049,1041.2266181661223
GLOBAL,S3D3,PWRGEOKENXX01,1,ELCKENXX01,2050,1084.3145894408085
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2021,24.524206195347727
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2022,27.75580404094917
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2023,31.957672720193617
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2024,62.6788033209577
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2025,67.97862378774404
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2026,144.97090572988958
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2027,246.338674437744
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2028,347.7064431455985
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2029,448.08530098067934
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2030,548.1632780859882
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2031,591.8143106531973
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2032,635.4653432204065
