TECH,NODE,YEAR,VALUE
BIO,KENXX,2021,0.09
BIO,KENXX,2022,0.09
BIO,KENXX,2023,0.09
BIO,KENXX,2024,0.258561124308078
BIO,KENXX,2025,0.2955104096346613
BIO,KENXX,2026,0.2955104096346613
BIO,KENXX,2027,0.3837700645512502
BIO,KENXX,2028,0.4224140945288535
BIO,KENXX,2029,0.4600069742854603
BIO,KENXX,2030,0.5190042892039728
BIO,KENXX,2031,0.557100176126051
BIO,KENXX,2032,0.6699588709961668
BIO,KENXX,2033,0.7188328105363972
BIO,KENXX,2034,0.7677067500766275
BIO,KENXX,2035,0.8757868032621153
BIO,KENXX,2036,0.8757868032621153
BIO,KENXX,2037,1.0872646751154482
BIO,KENXX,2038,1.3851598486469685
BIO,KENXX,2039,1.5123617404158305
BIO,KENXX,2040,1.63969288298114
BIO,KENXX,2041,1.7945180444591622
BIO,KENXX,2042,1.885510605158436
BIO,KENXX,2043,1.976632416654156
BIO,KENXX,2044,2.0677542281498766
BIO,KENXX,2045,2.158876039645595
BIO,KENXX,2046,2.2731337437054786
BIO,KENXX,2047,2.3887732353451683
BIO,KENXX,2048,2.5147443809917323
BIO,KENXX,2049,2.6290020850516127
BIO,KENXX,2050,2.7432597891114945
BIO,TZAXX,2021,0.146077203854111
BIO,TZAXX,2022,0.1706316647501545
BIO,TZAXX,2023,0.1758762855274896
BIO,TZAXX,2024,0.1758762855274896
BIO,TZAXX,2025,0.3089539716335364
BIO,TZAXX,2026,0.3089539716335364
BIO,TZAXX,2027,0.4745064952014316
BIO,TZAXX,2028,0.4952412525358528
BIO,TZAXX,2029,0.5170391167368273
BIO,TZAXX,2030,0.748269454321349
BIO,TZAXX,2031,0.748269454321349
BIO,TZAXX,2032,1.0077487994300678
BIO,TZAXX,2033,1.066945282907918
BIO,TZAXX,2034,1.126063464158952
BIO,TZAXX,2035,1.1852599476368026
BIO,TZAXX,2036,1.1852599476368026
BIO,TZAXX,2037,1.324121652720041
BIO,TZAXX,2038,1.3381586675091413
BIO,TZAXX,2039,1.4053910751371173
BIO,TZAXX,2040,1.4726234827650924
BIO,TZAXX,2041,1.5520595456752075
BIO,TZAXX,2042,1.6314956085853192
BIO,TZAXX,2043,1.710931671495437
BIO,TZAXX,2044,1.7904426034563603
BIO,TZAXX,2045,1.8698786663664748
BIO,TZAXX,2046,1.9684812062841244
BIO,TZAXX,2047,2.0670837462017646
BIO,TZAXX,2048,2.165686286119412
BIO,TZAXX,2049,2.2642139569862425
BIO,TZAXX,2050,2.3628164969038843
CCG,TZAXX,2021,0.208
CCG,TZAXX,2022,0.208
CCG,TZAXX,2023,0.2256924696353348
CCG,TZAXX,2024,0.3176976950901811
CCG,TZAXX,2025,0.1251320768016632
CCG,TZAXX,2026,0.1251320768016632
CCG,TZAXX,2027,0.1251320768016632
CCG,TZAXX,2028,0.1251320768016632
CCG,TZAXX,2029,0.1251320768016632
CCG,TZAXX,2030,0.1251320768016632
CCG,TZAXX,2031,0.2476006570182133
CCG,TZAXX,2032,0.2476006570182133
CCG,TZAXX,2033,0.2476006570182133
CCG,TZAXX,2034,0.2476006570182133
CCG,TZAXX,2035,0.2476006570182133
CCG,TZAXX,2036,0.724694785215296
CCG,TZAXX,2037,0.724694785215296
CCG,TZAXX,2038,0.724694785215296
CCG,TZAXX,2039,0.724694785215296
CCG,TZAXX,2040,0.724694785215296
CCG,TZAXX,2041,0.724694785215296
CCG,TZAXX,2042,0.7628060646255006
CCG,TZAXX,2043,0.8143691541480698
CCG,TZAXX,2044,0.865974878437913
CCG,TZAXX,2045,0.9175379679604874
CCG,TZAXX,2046,0.9816221403997628
CCG,TZAXX,2047,1.0457152881602467
CCG,TZAXX,2048,1.1270427722784055
CCG,TZAXX,2049,1.1910843099504145
CCG,TZAXX,2050,1.2551684823896967
GEO,KENXX,2021,1.0719809557387063
GEO,KENXX,2022,1.1318860702756302
GEO,KENXX,2023,1.1318860702756302
GEO,KENXX,2024,1.1318860702756302
GEO,KENXX,2025,1.1519233231460813
GEO,KENXX,2026,1.1519233231460813
GEO,KENXX,2027,1.2184502500529537
GEO,KENXX,2028,1.3340756483877148
GEO,KENXX,2029,1.451114331751718
GEO,KENXX,2030,1.546867378681846
GEO,KENXX,2031,1.546867378681846
