YEAR,NODE_1,NODE_2,VALUE
2021,KENXX,TZAXX,3.6
2022,KENXX,TZAXX,3.92
2031,KENXX,TZAXX,0.8
2032,KENXX,TZAXX,0.8
2033,KENXX,TZAXX,0.8
2034,KENXX,TZAXX,0.8
2035,KENXX,TZAXX,0.4
2036,KENXX,TZAXX,2.6
2037,KENXX,TZAXX,2.2
2038,KENXX,TZAXX,1.0
2039,KENXX,TZAXX,0.6
2040,KENXX,TZAXX,0.6
2041,KENXX,TZAXX,0.2
2042,KENXX,TZAXX,0.2
2043,KENXX,TZAXX,0.2
2044,KENXX,TZAXX,0.2
2045,KENXX,TZAXX,0.2
2046,KENXX,TZAXX,0.4
2047,KENXX,TZAXX,0.4
2048,KENXX,TZAXX,0.4
2049,KENXX,TZAXX,0.4
2050,KENXX,TZAXX,0.6
