REGION,NODE,YEAR,VALUE
GLOBAL,KENXX,2021,748.9844949597607
GLOBAL,KENXX,2022,288.1021828098561
GLOBAL,KENXX,2023,119.84004577478424
GLOBAL,KENXX,2024,632.1444625064771
GLOBAL,KENXX,2025,208.7798386282733
GLOBAL,KENXX,2026,1111.963889327265
GLOBAL,KENXX,2027,404.9404618856892
GLOBAL,KENXX,2028,390.01347456033716
GLOBAL,KENXX,2029,358.1713426779834
GLOBAL,KENXX,2030,320.099017509398
GLOBAL,KENXX,2031,652.9447314445014
GLOBAL,KENXX,2032,361.263950390428
GLOBAL,KENXX,2033,287.7439149186875
GLOBAL,KENXX,2034,259.6628647067505
GLOBAL,KENXX,2035,244.50074490432445
GLOBAL,KENXX,2036,428.13934094804205
GLOBAL,KENXX,2037,215.75161082925146
GLOBAL,KENXX,2038,229.1599095670106
GLOBAL,KENXX,2039,187.38368909764498
GLOBAL,KENXX,2040,167.38620802284365
GLOBAL,KENXX,2041,170.35250505420686
GLOBAL,KENXX,2042,148.07922113792074
GLOBAL,KENXX,2043,132.10483403114944
GLOBAL,KENXX,2044,117.43381648356223
GLOBAL,KENXX,2045,113.57588646977048
GLOBAL,KENXX,2046,100.87756187791254
GLOBAL,KENXX,2047,87.60911055972339
GLOBAL,KENXX,2048,78.16742148600161
GLOBAL,KENXX,2049,63.18118677051558
GLOBAL,KENXX,2050,52.662206249527785
GLOBAL,TZAXX,2021,2543.7963559114887
GLOBAL,TZAXX,2022,414.8639548049752
GLOBAL,TZAXX,2023,437.7165834153665
GLOBAL,TZAXX,2024,2579.4060177230117
GLOBAL,TZAXX,2025,659.7259665968329
GLOBAL,TZAXX,2026,1712.2364665390164
GLOBAL,TZAXX,2027,628.1651878691748
GLOBAL,TZAXX,2028,558.4377842902651
GLOBAL,TZAXX,2029,511.5826998073318
GLOBAL,TZAXX,2030,547.9135397390753
GLOBAL,TZAXX,2031,895.5120909717906
GLOBAL,TZAXX,2032,588.9063208059764
GLOBAL,TZAXX,2033,441.5554827336781
GLOBAL,TZAXX,2034,399.09270796431395
GLOBAL,TZAXX,2035,357.83351520921633
GLOBAL,TZAXX,2036,651.0469718923553
GLOBAL,TZAXX,2037,322.9629425849073
GLOBAL,TZAXX,2038,298.63596688550035
GLOBAL,TZAXX,2039,276.5336758792886
GLOBAL,TZAXX,2040,251.60942992580996
GLOBAL,TZAXX,2041,245.17691647316138
GLOBAL,TZAXX,2042,224.76090856008284
GLOBAL,TZAXX,2043,203.36226857445865
GLOBAL,TZAXX,2044,177.26394399936285
GLOBAL,TZAXX,2045,156.82828200251333
GLOBAL,TZAXX,2046,151.84493932910573
GLOBAL,TZAXX,2047,131.94967211334134
GLOBAL,TZAXX,2048,113.30542611066275
GLOBAL,TZAXX,2049,96.3663069408633
GLOBAL,TZAXX,2050,80.56363643486586
