REGION,STORAGE,SEASON,DAYTYPE,DAILYTIMEBRACKET,YEAR,VALUE
GLOBAL,SDSKENXX01,1,1,1,2042,0.001096
GLOBAL,SDSKENXX01,1,1,2,2034,0.001096
GLOBAL,SDSKENXX01,1,1,2,2036,0.001096
GLOBAL,SDSKENXX01,1,1,3,2031,0.001096
GLOBAL,SDSKENXX01,1,1,4,2032,0.001096
GLOBAL,SDSKENXX01,1,1,4,2033,0.001096
GLOBAL,SDSKENXX01,1,1,4,2035,0.001096
GLOBAL,SDSKENXX01,1,1,4,2037,0.001096
GLOBAL,SDSKENXX01,1,1,4,2038,0.001096
GLOBAL,SDSKENXX01,1,1,4,2039,0.001096
GLOBAL,SDSKENXX01,1,1,4,2040,0.001096
GLOBAL,SDSKENXX01,1,1,4,2041,0.001096
GLOBAL,SDSKENXX01,1,1,4,2043,0.001096
GLOBAL,SDSKENXX01,1,1,4,2044,0.001096
GLOBAL,SDSKENXX01,1,1,4,2045,0.001096
GLOBAL,SDSKENXX01,1,1,4,2046,0.001096
GLOBAL,SDSKENXX01,1,1,5,2031,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2032,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2033,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2034,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2035,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2036,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2037,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2038,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2039,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2040,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2041,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2042,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2043,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2044,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2045,-0.001096
GLOBAL,SDSKENXX01,1,1,5,2046,-0.001096
GLOBAL,SDSKENXX01,2,1,1,2022,0.0010633939199999995
GLOBAL,SDSKENXX01,2,1,1,2026,6.0606079999999994e-05
GLOBAL,SDSKENXX01,2,1,2,2021,0.0009953651628786808
GLOBAL,SDSKENXX01,2,1,2,2026,0.00106339392
GLOBAL,SDSKENXX01,2,1,2,2029,0.00106339392
GLOBAL,SDSKENXX01,2,1,2,2032,0.001124
GLOBAL,SDSKENXX01,2,1,2,2033,0.001124
GLOBAL,SDSKENXX01,2,1,2,2034,0.001124
GLOBAL,SDSKENXX01,2,1,2,2035,0.0011239999999989303
GLOBAL,SDSKENXX01,2,1,2,2036,0.001124
GLOBAL,SDSKENXX01,2,1,2,2038,0.001124
GLOBAL,SDSKENXX01,2,1,2,2039,0.0011239999999999998
GLOBAL,SDSKENXX01,2,1,2,2040,0.001124
GLOBAL,SDSKENXX01,2,1,2,2041,0.001124
GLOBAL,SDSKENXX01,2,1,2,2042,0.001124
GLOBAL,SDSKENXX01,2,1,2,2043,0.001124
GLOBAL,SDSKENXX01,2,1,2,2044,0.0011239999999999998
GLOBAL,SDSKENXX01,2,1,2,2045,0.0011239999999999998
GLOBAL,SDSKENXX01,2,1,2,2046,0.0011239999999999998
GLOBAL,SDSKENXX01,2,1,3,2024,0.00106339392
GLOBAL,SDSKENXX01,2,1,3,2025,0.00106339392
GLOBAL,SDSKENXX01,2,1,3,2027,0.00106339392
GLOBAL,SDSKENXX01,2,1,3,2028,0.00106339392
GLOBAL,SDSKENXX01,2,1,3,2031,0.001124
GLOBAL,SDSKENXX01,2,1,4,2021,-0.0009953651628786
GLOBAL,SDSKENXX01,2,1,4,2022,-0.00106339392
GLOBAL,SDSKENXX01,2,1,4,2024,-0.00106339392
GLOBAL,SDSKENXX01,2,1,4,2025,-0.00106339392
GLOBAL,SDSKENXX01,2,1,4,2026,-6.0606079999999994e-05
GLOBAL,SDSKENXX01,2,1,4,2037,0.001124
GLOBAL,SDSKENXX01,2,1,5,2026,-0.00106339392
GLOBAL,SDSKENXX01,2,1,5,2027,-0.00106339392
GLOBAL,SDSKENXX01,2,1,5,2028,-0.00106339392
GLOBAL,SDSKENXX01,2,1,5,2029,-0.00106339392
GLOBAL,SDSKENXX01,2,1,5,2031,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2032,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2033,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2034,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2035,-0.0011239999999989366
GLOBAL,SDSKENXX01,2,1,5,2036,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2037,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2038,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2039,-0.0011239999999999998
GLOBAL,SDSKENXX01,2,1,5,2040,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2041,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2042,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2043,-0.001124
GLOBAL,SDSKENXX01,2,1,5,2044,-0.0011239999999999998
GLOBAL,SDSKENXX01,2,1,5,2045,-0.0011239999999999998
GLOBAL,SDSKENXX01,2,1,5,2046,-0.0011239999999999998
GLOBAL,SDSKENXX01,3,1,1,2024,0.00105393312
GLOBAL,SDSKENXX01,3,1,1,2025,0.00105393312
GLOBAL,SDSKENXX01,3,1,1,2026,6.0066879999999984e-05
GLOBAL,SDSKENXX01,3,1,1,2027,0.00105393312
GLOBAL,SDSKENXX01,3,1,1,2028,6.0066879999999984e-05
GLOBAL,SDSKENXX01,3,1,1,2037,0.001114
GLOBAL,SDSKENXX01,3,1,1,2038,0.001114
GLOBAL,SDSKENXX01,3,1,1,2044,0.001114
GLOBAL,SDSKENXX01,3,1,1,2045,0.001114
GLOBAL,SDSKENXX01,3,1,1,2046,0.001114
GLOBAL,SDSKENXX01,3,1,2,2024,6.0066879999999984e-05
GLOBAL,SDSKENXX01,3,1,2,2025,6.0066879999999984e-05
GLOBAL,SDSKENXX01,3,1,2,2026,0.00105393312
GLOBAL,SDSKENXX01,3,1,2,2029,6.0066879999999984e-05
GLOBAL,SDSKENXX01,3,1,2,2030,6.0066879999999984e-05
