REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,S1D1,PWRSPVKENXX01,1,2023,0.0208452203136
GLOBAL,S1D1,PWRTRNKENXX,1,2023,2.3794650159882815
GLOBAL,S1D1,PWRTRNTZAXX,1,2023,2.0
GLOBAL,S1D1,PWRWONKENXX01,1,2023,0.09383563542528
GLOBAL,S1D1,RNWGEOKENXX,1,2023,1.5942335163698496
GLOBAL,S1D1,RNWGEOTZAXX,1,2023,1.4177196904659808
GLOBAL,S1D1,RNWHYDKENXX,1,2023,0.670550643879552
GLOBAL,S1D1,RNWHYDTZAXX,1,2023,0.5538872308273916
GLOBAL,S1D1,RNWSPVKENXX,1,2023,0.0208452203136
GLOBAL,S1D1,RNWWONKENXX,1,2023,0.09383563542528
GLOBAL,S1D1,TRNKENXXTZAXX,1,2023,0.02946501598828137
GLOBAL,S1D1,PWRBIOTZAXX01,1,2024,0.30394461281364127
GLOBAL,S1D1,PWRGEOKENXX01,1,2024,1.758060864819488
GLOBAL,S1D1,PWRGEOTZAXX01,1,2024,2.5411681563589674
GLOBAL,S1D1,PWRHYDKENXX01,1,2024,0.670550643879552
GLOBAL,S1D1,PWRHYDTZAXX01,1,2024,0.5538872308273916
GLOBAL,S1D1,PWRSPVKENXX01,1,2024,0.0208452203136
GLOBAL,S1D1,PWRTRNKENXX,1,2024,2.4499999999999997
GLOBAL,S1D1,PWRTRNTZAXX,1,2024,3.399
GLOBAL,S1D1,PWRWONKENXX01,1,2024,0.0005432709873603008
GLOBAL,S1D1,RNWBIOTZAXX,1,2024,1.0121355606694256
GLOBAL,S1D1,RNWGEOKENXX,1,2024,1.758060864819488
GLOBAL,S1D1,RNWGEOTZAXX,1,2024,2.5411681563589674
GLOBAL,S1D1,RNWHYDKENXX,1,2024,0.670550643879552
GLOBAL,S1D1,RNWHYDTZAXX,1,2024,0.5538872308273916
GLOBAL,S1D1,RNWSPVKENXX,1,2024,0.0208452203136
GLOBAL,S1D1,RNWWONKENXX,1,2024,0.0005432709873603008
GLOBAL,S1D1,PWRGEOKENXX01,1,2025,1.8301041358068484
GLOBAL,S1D1,PWRGEOTZAXX01,1,2025,3.0911127691726086
GLOBAL,S1D1,PWRHYDKENXX01,1,2025,0.670550643879552
GLOBAL,S1D1,PWRHYDTZAXX01,1,2025,0.5538872308273916
GLOBAL,S1D1,PWRSPVKENXX01,1,2025,0.0208452203136
GLOBAL,S1D1,PWRTRNKENXX,1,2025,2.5215
GLOBAL,S1D1,PWRTRNTZAXX,1,2025,3.645
GLOBAL,S1D1,RNWGEOKENXX,1,2025,1.8301041358068484
GLOBAL,S1D1,RNWGEOTZAXX,1,2025,3.0911127691726086
GLOBAL,S1D1,RNWHYDKENXX,1,2025,0.670550643879552
GLOBAL,S1D1,RNWHYDTZAXX,1,2025,0.5538872308273916
GLOBAL,S1D1,RNWSPVKENXX,1,2025,0.0208452203136
GLOBAL,S1D1,PWRBIOTZAXX01,1,2026,0.31957921775094045
GLOBAL,S1D1,PWRGEOKENXX01,1,2026,1.990722554746668
GLOBAL,S1D1,PWRGEOTZAXX01,1,2026,3.193327802091066
GLOBAL,S1D1,PWRHYDKENXX01,1,2026,0.5792655646265434
GLOBAL,S1D1,PWRHYDTZAXX01,1,2026,0.32766487040489034
GLOBAL,S1D1,PWRSPVKENXX01,1,2026,0.1397368337497295
GLOBAL,S1D1,PWRSPVTZAXX01,1,2026,0.11692810975310322
GLOBAL,S1D1,PWRTRNKENXX,1,2026,2.7344999999999997
GLOBAL,S1D1,PWRTRNTZAXX,1,2026,3.9574999999999996
GLOBAL,S1D1,PWRWONKENXX01,1,2026,0.02477504687705948
GLOBAL,S1D1,RNWBIOTZAXX,1,2026,1.0641987951106315
GLOBAL,S1D1,RNWGEOKENXX,1,2026,1.990722554746668
GLOBAL,S1D1,RNWGEOTZAXX,1,2026,3.193327802091066
GLOBAL,S1D1,RNWHYDKENXX,1,2026,0.5792655646265434
GLOBAL,S1D1,RNWHYDTZAXX,1,2026,0.32766487040489034
GLOBAL,S1D1,RNWSPVKENXX,1,2026,0.1397368337497295
GLOBAL,S1D1,RNWSPVTZAXX,1,2026,0.11692810975310322
GLOBAL,S1D1,RNWWONKENXX,1,2026,0.02477504687705948
GLOBAL,S1D1,PWRGEOKENXX01,1,2027,2.1056925802947135
GLOBAL,S1D1,PWRGEOTZAXX01,1,2027,3.489527434739025
GLOBAL,S1D1,PWRHYDKENXX01,1,2027,0.6046114388475788
