REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
GLOBAL,PWRCCGTZAXX01,CO2TZA,2046,0.507034232458666
GLOBAL,PWRCCGTZAXX01,CO2TZA,2047,0.5374833900379702
GLOBAL,PWRCCGTZAXX01,CO2TZA,2048,0.5739742792486549
GLOBAL,PWRCCGTZAXX01,CO2TZA,2049,0.6043992846551748
GLOBAL,PWRCCGTZAXX01,CO2TZA,2050,0.634845295813237
GLOBAL,PWROCGTZAXX00,CO2TZA,2024,0.009186265382175235
GLOBAL,PWROCGTZAXX00,CO2TZA,2025,0.027001011768438218
GLOBAL,PWROCGTZAXX00,CO2TZA,2026,0.027697005091077892
GLOBAL,PWROCGTZAXX00,CO2TZA,2027,0.031052031514560003
GLOBAL,PWROCGTZAXX00,CO2TZA,2028,0.031052031514560003
GLOBAL,PWROCGTZAXX00,CO2TZA,2029,0.031052031514560003
GLOBAL,PWROCGTZAXX00,CO2TZA,2030,0.015526015757280002
GLOBAL,PWROCGTZAXX00,CO2TZA,2031,0.03119140328976
GLOBAL,PWROCGTZAXX00,CO2TZA,2032,0.02001087399530801
GLOBAL,PWROCGTZAXX00,CO2TZA,2033,0.021298781276032526
GLOBAL,PWROCGTZAXX00,CO2TZA,2034,0.022584078320940313
GLOBAL,PWROCGTZAXX00,CO2TZA,2035,0.015526015757280002
GLOBAL,PWROCGTZAXX00,CO2TZA,2036,0.022106280918310434
GLOBAL,PWROCGTZAXX00,CO2TZA,2037,0.03119140328976
GLOBAL,PWROCGTZAXX00,CO2TZA,2038,0.015526015757280002
GLOBAL,PWROCGTZAXX00,CO2TZA,2039,0.015526015757280002
GLOBAL,PWROCGTZAXX00,CO2TZA,2040,0.015526015757280002
GLOBAL,PWROCGTZAXX00,CO2TZA,2041,0.015526015757280002
GLOBAL,PWROCGTZAXX00,CO2TZA,2042,0.015526015757280002
GLOBAL,PWROCGTZAXX01,CO2TZA,2025,0.027549870179093168
GLOBAL,PWROCGTZAXX01,CO2TZA,2026,0.0619203449252978
GLOBAL,PWROCGTZAXX01,CO2TZA,2027,0.07286144005929397
GLOBAL,PWROCGTZAXX01,CO2TZA,2028,0.08713149356571186
GLOBAL,PWROCGTZAXX01,CO2TZA,2029,0.10140802562348929
GLOBAL,PWROCGTZAXX01,CO2TZA,2030,0.06918171656121164
GLOBAL,PWROCGTZAXX01,CO2TZA,2031,0.16449989580851437
GLOBAL,PWROCGTZAXX01,CO2TZA,2032,0.1274775843857239
GLOBAL,PWROCGTZAXX01,CO2TZA,2033,0.14064124081811663
GLOBAL,PWROCGTZAXX01,CO2TZA,2034,0.15378711046246304
GLOBAL,PWROCGTZAXX01,CO2TZA,2035,0.15908307756671478
GLOBAL,PWROCGTZAXX01,CO2TZA,2036,0.17865825645101774
GLOBAL,PWROCGTZAXX01,CO2TZA,2037,0.20420807480213754
GLOBAL,PWROCGTZAXX01,CO2TZA,2038,0.20016444818054333
GLOBAL,PWROCGTZAXX01,CO2TZA,2039,0.21472697938036076
GLOBAL,PWROCGTZAXX01,CO2TZA,2040,0.22929024975559023
GLOBAL,PWROCGTZAXX01,CO2TZA,2041,0.24652202241264545
GLOBAL,PWROCGTZAXX01,CO2TZA,2042,0.26258484392133846
GLOBAL,PWROCGTZAXX01,CO2TZA,2043,0.29115520917233506
GLOBAL,PWROCGTZAXX01,CO2TZA,2044,0.3038362585203131
GLOBAL,PWROCGTZAXX01,CO2TZA,2045,0.3165043538901893
GLOBAL,PWROCGTZAXX01,CO2TZA,2046,0.3322154513478692
GLOBAL,PWROCGTZAXX01,CO2TZA,2047,0.3479250224574685
GLOBAL,PWROCGTZAXX01,CO2TZA,2048,0.36241282130180325
GLOBAL,PWROCGTZAXX01,CO2TZA,2049,0.3781109647813807
GLOBAL,PWROCGTZAXX01,CO2TZA,2050,0.3938220622390599
GLOBAL,PWROILKENXX01,CO2KEN,2021,0.03970889859603545
GLOBAL,PWROILKENXX01,CO2KEN,2022,0.043786067184085745
GLOBAL,PWROILKENXX01,CO2KEN,2023,0.028600736894106592
GLOBAL,PWROILKENXX01,CO2KEN,2026,0.00017904735262437243
