REGION,TECHNOLOGY,FUEL,YEAR,VALUE
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2024,0.06040792829338714
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2025,0.10363450302193122
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2026,0.16246683795599018
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2027,0.22129917289004822
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2028,0.28013150782410534
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2029,0.3324744753822193
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2030,0.3324744753822193
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2031,0.3324744753822193
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2032,0.3324744753822193
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2034,2.4335307355791986
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2035,3.439656716731199
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2036,5.143656716731196
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2037,6.844656716731198
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2038,8.548656716731195
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2039,10.249656716731197
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2040,11.953656716731196
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2041,14.068656716731194
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2042,16.183656716731196
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2043,18.2956567167312
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2044,20.410656716731197
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2045,23.9971895487312
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2046,29.581744263931196
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2047,32.23674426393119
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2048,35.6250645940032
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2049,38.2770645940032
GLOBAL,PWRCCGKENXX01,ELCKENXX01,2050,40.932064594003194
GLOBAL,PWRCCGTZAXX00,ELCTZAXX01,2021,1.4673574656
GLOBAL,PWRCCGTZAXX00,ELCTZAXX01,2022,1.083617068559961
GLOBAL,PWRCCGTZAXX00,ELCTZAXX01,2023,0.3424172193283548
GLOBAL,PWRCCGTZAXX00,ELCTZAXX01,2024,0.28797168313886967
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2021,2.981007693175978
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2022,4.25497976117796
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2023,5.489823197961445
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2024,6.038915662327913
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2025,6.820530933018659
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2026,7.447618823709558
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2027,8.073735934153646
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2028,8.704486584863158
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2029,9.335237235572665
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2030,10.214138744165098
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2031,11.034662099068559
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2032,12.95992186387256
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2033,13.089499306646612
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2034,13.868820493975544
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2035,14.649173894797638
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2036,15.576101611647147
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2037,16.503029328496662
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2038,17.42892483185303
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2039,18.355852548702536
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2040,19.282780265552056
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2041,20.377958781785175
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2042,21.474169511511427
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2043,22.56934802774453
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2044,23.664526543977644
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2045,24.75970506021075
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2046,26.119130230690494
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2047,27.478555401170233
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2048,28.83798057164998
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2049,30.1974057421297
GLOBAL,PWRCCGTZAXX01,ELCTZAXX01,2050,31.55683091260945
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2021,21.39818956704
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2022,21.39818956704
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2023,21.39818956704
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2024,21.39818956704
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2025,21.39818956704
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2026,21.39818956704
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2027,21.398189567039996
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2028,21.39818956704
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2029,21.39818956704
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2030,21.398189567039996
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2031,21.39818956704
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2032,21.398189567039996
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2033,21.39818956704
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2034,11.891036377440003
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2035,11.891036377440003
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2036,11.89103637744
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2037,11.891036377440003
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2038,11.891036377440003
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2039,11.891036377440003
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2040,11.891036377440003
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2041,11.891036377440003
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2042,11.891036377440003
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2043,11.891036377440003
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2044,11.891036377440003
GLOBAL,PWRGEOKENXX01,ELCKENXX01,2045,7.917897731039999
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2021,13.404693725057026
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2022,16.565993725057027
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2023,19.6963256325412
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2024,22.960302812418387
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2025,26.078376237689845
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2026,30.32214390275579
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2027,34.56591156782173
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2028,38.80967923288767
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2029,43.063408793880996
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2030,47.30717645894694
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2031,52.1984673592929
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2032,54.812525596191406
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2033,54.81252559619139
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2034,54.81252559619139
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2035,54.812525596191406
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2036,54.812525596191406
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2037,54.812525596191406
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2038,54.8125255961914
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2039,54.812525596191385
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2040,54.81252559619139
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2041,54.812525596191385
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2042,54.812525596191406
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2043,54.8125255961914
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2044,54.812525596191385
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2045,54.812525596191406
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2046,54.81252559619141
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2047,54.81252559619136
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2048,54.812525596191385
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2049,54.812525596191385
GLOBAL,PWRHYDKENXX01,ELCKENXX01,2050,54.81252559619139
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2021,31.486448248407626
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2022,34.3812594437589
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2023,37.39483086851753
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2024,40.31880416243968
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2025,43.23684647604961
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2026,46.943709171184196
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2027,50.644640886006535
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2028,54.3515035811411
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2029,58.05836627627566
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2030,61.76522897141024
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2031,66.2431191071328
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2032,70.72694022316759
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2033,75.21076133920235
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2034,79.68865147492494
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2035,84.17247259095969
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2036,89.49849291132904
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2037,94.8245132316984
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2038,100.14460257175554
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2039,105.4706228921249
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2040,110.79664321249422
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2041,117.0894133237547
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2042,123.38811441532734
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2043,129.6808845265878
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2044,135.97365463784823
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2045,142.26642474910867
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2046,150.07752582029622
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2047,157.88862689148377
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2048,165.69972796267137
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2049,173.510829033859
GLOBAL,PWRHYDTZAXX01,ELCTZAXX01,2050,181.3219301050466
GLOBAL,PWROCGKENXX01,ELCKENXX01,2029,0.006627471448559241
GLOBAL,PWROCGKENXX01,ELCKENXX01,2030,0.06545980638261817
GLOBAL,PWROCGKENXX01,ELCKENXX01,2031,0.13326890603666186
GLOBAL,PWROCGTZAXX00,ELCTZAXX01,2021,0.39658808341006835
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2021,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2022,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2023,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2024,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2025,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2026,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2027,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2028,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2029,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2030,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2031,0.119034109903104
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2032,4.0062228670412505
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2033,9.297797342423513
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2034,21.330519796444293
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2035,25.27339381529227
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2036,29.30619381529229
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2037,33.3318938152923
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2038,37.36469381529229
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2039,41.39039381529231
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2040,45.42319381529231
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2041,50.428693815292306
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2042,55.43419381529227
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2043,60.43259381529231
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2044,65.4380938152923
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2045,72.94519962969231
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2046,84.20694264553232
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2047,90.49044264553234
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2048,97.84660980980541
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2049,104.12300980980541
GLOBAL,PWRSPVKENXX01,ELCKENXX01,2050,110.4065098098054
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2021,15.774948885406326
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2022,17.30649410250318
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2023,18.71927909019267
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2024,20.23065886809354
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2025,21.738972966931726
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2026,23.65502238110625
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2027,25.567973555839814
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2028,27.480360209995734
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2029,29.39274686415166
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2030,31.056982660424662
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2031,33.30856916979864
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2032,35.56313791295985
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2033,38.50973935415102
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2034,40.802528031099506
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2035,43.09835351424267
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2036,45.82540547702382
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2037,48.55245743980493
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2038,51.276472596391436
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2039,54.003524559172575
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2040,56.73057652195372
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2041,59.95262789446014
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2042,63.177716073161235
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2043,66.39976744566766
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2044,69.62181881817412
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2045,72.84387019068058
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2046,76.84334394901327
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2047,80.842817707346
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2048,84.84229146567867
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2049,88.84176522401128
GLOBAL,PWRSPVTZAXX01,ELCTZAXX01,2050,92.84123898234395
GLOBAL,PWRTRNKENXX,ELCKENXX02,2021,38.3093
GLOBAL,PWRTRNKENXX,ELCKENXX02,2022,41.4706
GLOBAL,PWRTRNKENXX,ELCKENXX02,2023,44.6218
GLOBAL,PWRTRNKENXX,ELCKENXX02,2024,47.773
GLOBAL,PWRTRNKENXX,ELCKENXX02,2025,50.9343
GLOBAL,PWRTRNKENXX,ELCKENXX02,2026,55.2369
GLOBAL,PWRTRNKENXX,ELCKENXX02,2027,59.5395
GLOBAL,PWRTRNKENXX,ELCKENXX02,2028,63.8421
GLOBAL,PWRTRNKENXX,ELCKENXX02,2029,68.1548
GLOBAL,PWRTRNKENXX,ELCKENXX02,2030,72.4574
GLOBAL,PWRTRNKENXX,ELCKENXX02,2031,77.4165
GLOBAL,PWRTRNKENXX,ELCKENXX02,2032,82.3655
GLOBAL,PWRTRNKENXX,ELCKENXX02,2033,87.3246
GLOBAL,PWRTRNKENXX,ELCKENXX02,2034,92.2837
GLOBAL,PWRTRNKENXX,ELCKENXX02,2035,97.23270000000001
GLOBAL,PWRTRNKENXX,ELCKENXX02,2036,102.9695
GLOBAL,PWRTRNKENXX,ELCKENXX02,2037,108.6962
GLOBAL,PWRTRNKENXX,ELCKENXX02,2038,114.43299999999999
GLOBAL,PWRTRNKENXX,ELCKENXX02,2039,120.1597
GLOBAL,PWRTRNKENXX,ELCKENXX02,2040,125.8965
GLOBAL,PWRTRNKENXX,ELCKENXX02,2041,133.017
GLOBAL,PWRTRNKENXX,ELCKENXX02,2042,140.13750000000002
GLOBAL,PWRTRNKENXX,ELCKENXX02,2043,147.24790000000002
GLOBAL,PWRTRNKENXX,ELCKENXX02,2044,154.3684
GLOBAL,PWRTRNKENXX,ELCKENXX02,2045,161.4889
GLOBAL,PWRTRNKENXX,ELCKENXX02,2046,170.4173
GLOBAL,PWRTRNKENXX,ELCKENXX02,2047,179.3558
GLOBAL,PWRTRNKENXX,ELCKENXX02,2048,188.2842
GLOBAL,PWRTRNKENXX,ELCKENXX02,2049,197.2126
GLOBAL,PWRTRNKENXX,ELCKENXX02,2050,206.1511
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2021,53.21
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2022,58.129999999999995
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2023,63.05
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2024,67.98
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2025,72.89999999999999
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2026,79.14999999999999
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2027,85.38999999999999
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2028,91.64
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2029,97.88999999999999
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2030,104.14
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2031,111.69
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2032,119.25
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2033,126.80999999999999
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2034,134.35999999999999
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2035,141.92
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2036,150.9
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2037,159.88
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2038,168.85
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2039,177.82999999999998
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2040,186.81
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2041,197.42000000000002
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2042,208.04
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2043,218.65
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2044,229.26
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2045,239.87
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2046,253.04
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2047,266.21000000000004
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2048,279.38
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2049,292.55
GLOBAL,PWRTRNTZAXX,ELCTZAXX02,2050,305.72
GLOBAL,PWRWONKENXX01,ELCKENXX01,2021,1.9684045099998702
GLOBAL,PWRWONKENXX01,ELCKENXX01,2022,1.9684045099998702
GLOBAL,PWRWONKENXX01,ELCKENXX01,2023,1.9684045099998702
GLOBAL,PWRWONKENXX01,ELCKENXX01,2024,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2025,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2026,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2027,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2028,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2029,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2030,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2031,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2032,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2033,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2034,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2035,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2036,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2037,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2038,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2039,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2040,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2041,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2042,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2043,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2044,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2045,1.81608749434512
GLOBAL,PWRWONKENXX01,ELCKENXX01,2046,1.8160874943451202
GLOBAL,PWRWONKENXX01,ELCKENXX01,2047,1.81608749434512
GLOBAL,RNWBIOKENXX,BIOKENXX,2021,4.483970758079999
GLOBAL,RNWBIOKENXX,BIOKENXX,2022,4.483970758080001
GLOBAL,RNWBIOKENXX,BIOKENXX,2023,4.48397075808
GLOBAL,RNWBIOKENXX,BIOKENXX,2024,4.48397075808
GLOBAL,RNWBIOKENXX,BIOKENXX,2025,4.48397075808
GLOBAL,RNWBIOKENXX,BIOKENXX,2026,4.48397075808
GLOBAL,RNWBIOKENXX,BIOKENXX,2027,4.48397075808
GLOBAL,RNWBIOKENXX,BIOKENXX,2028,4.48397075808
GLOBAL,RNWBIOKENXX,BIOKENXX,2029,4.48397075808
GLOBAL,RNWBIOKENXX,BIOKENXX,2030,4.48397075808
GLOBAL,RNWBIOKENXX,BIOKENXX,2031,4.48397075808
GLOBAL,RNWBIOTZAXX,BIOTZAXX,2021,3.675153247920003
GLOBAL,RNWBIOTZAXX,BIOTZAXX,2022,3.675153247920001
GLOBAL,RNWBIOTZAXX,BIOTZAXX,2023,3.675153247920001
GLOBAL,RNWBIOTZAXX,BIOTZAXX,2024,3.675153247920001
