REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,S1D1,PWRGEOKENXX01,1,2021,2.3032940526922423
GLOBAL,S1D1,PWRHYDKENXX01,1,2021,1.6082620003202375
GLOBAL,S1D1,PWRHYDTZAXX01,1,2021,4.830804893241093
GLOBAL,S1D1,PWRSPVKENXX01,1,2021,0.02058046424064
GLOBAL,S1D1,PWRSPVTZAXX01,1,2021,0.49019510675890665
GLOBAL,S1D1,PWRTRNKENXX,1,2021,4.1723
GLOBAL,S1D1,PWRTRNTZAXX,1,2021,5.321
GLOBAL,S1D1,PWRWONKENXX01,1,2021,0.24016348274688
GLOBAL,S1D1,RNWGEOKENXX,1,2021,2.3032940526922423
GLOBAL,S1D1,RNWHYDKENXX,1,2021,1.6082620003202375
GLOBAL,S1D1,RNWHYDTZAXX,1,2021,4.830804893241093
GLOBAL,S1D1,RNWSPVKENXX,1,2021,0.02058046424064
GLOBAL,S1D1,RNWSPVTZAXX,1,2021,0.49019510675890665
GLOBAL,S1D1,RNWWONKENXX,1,2021,0.24016348274688
GLOBAL,S1D1,PWRBIOKENXX01,1,2022,0.2916966153245932
GLOBAL,S1D1,PWRGEOKENXX01,1,2022,1.9766124819711208
GLOBAL,S1D1,PWRHYDKENXX01,1,2022,1.9875469557167664
GLOBAL,S1D1,PWRHYDTZAXX01,1,2022,5.275213235312148
GLOBAL,S1D1,PWRSPVKENXX01,1,2022,0.02058046424064
GLOBAL,S1D1,PWRSPVTZAXX01,1,2022,0.5377867646878518
GLOBAL,S1D1,PWRTRNKENXX,1,2022,4.5166
GLOBAL,S1D1,PWRTRNTZAXX,1,2022,5.813
GLOBAL,S1D1,PWRWONKENXX01,1,2022,0.24016348274688
GLOBAL,S1D1,RNWBIOKENXX,1,2022,0.9217613044257142
GLOBAL,S1D1,RNWGEOKENXX,1,2022,1.9766124819711208
GLOBAL,S1D1,RNWHYDKENXX,1,2022,1.9875469557167664
GLOBAL,S1D1,RNWHYDTZAXX,1,2022,5.275213235312148
GLOBAL,S1D1,RNWSPVKENXX,1,2022,0.02058046424064
GLOBAL,S1D1,RNWSPVTZAXX,1,2022,0.5377867646878518
GLOBAL,S1D1,RNWWONKENXX,1,2022,0.24016348274688
GLOBAL,S1D1,PWRBIOKENXX01,1,2023,0.311071104
GLOBAL,S1D1,PWRGEOKENXX01,1,2023,1.9248685130481995
GLOBAL,S1D1,PWRHYDKENXX01,1,2023,2.3631164359642804
GLOBAL,S1D1,PWRHYDTZAXX01,1,2023,3.6265060974276397
GLOBAL,S1D1,PWRSPVKENXX01,1,2023,0.02058046424064
GLOBAL,S1D1,PWRSPVTZAXX01,1,2023,2.6784939025723595
GLOBAL,S1D1,PWRTRNKENXX,1,2023,4.8598
GLOBAL,S1D1,PWRTRNTZAXX,1,2023,6.305
GLOBAL,S1D1,PWRWONKENXX01,1,2023,0.24016348274688
GLOBAL,S1D1,RNWBIOKENXX,1,2023,0.98298468864
GLOBAL,S1D1,RNWGEOKENXX,1,2023,1.9248685130481995
GLOBAL,S1D1,RNWHYDKENXX,1,2023,2.3631164359642804
GLOBAL,S1D1,RNWHYDTZAXX,1,2023,3.6265060974276397
GLOBAL,S1D1,RNWSPVKENXX,1,2023,0.02058046424064
GLOBAL,S1D1,RNWSPVTZAXX,1,2023,2.678493902572359
GLOBAL,S1D1,RNWWONKENXX,1,2023,0.24016348274688
GLOBAL,S1D1,PWRGEOKENXX01,1,2024,2.6060845824000003
GLOBAL,S1D1,PWRHYDKENXX01,1,2024,2.3547555496345605
GLOBAL,S1D1,PWRHYDTZAXX01,1,2024,3.9013001402778005
GLOBAL,S1D1,PWRSPVKENXX01,1,2024,0.02058046424064
GLOBAL,S1D1,PWRSPVTZAXX01,1,2024,2.8966998597221996
GLOBAL,S1D1,PWRTRNKENXX,1,2024,5.203000000000001
GLOBAL,S1D1,PWRTRNTZAXX,1,2024,6.798
GLOBAL,S1D1,PWRWONKENXX01,1,2024,0.22157940372480003
GLOBAL,S1D1,RNWGEOKENXX,1,2024,2.6060845824000003
