REGION,TIMESLICE,FUEL,YEAR,VALUE
GLOBAL,S1D3,ELCTZAXX02,2030,11.455400000000001
GLOBAL,S2D1,ELCTZAXX02,2030,10.414000000000001
GLOBAL,S2D2,ELCTZAXX02,2030,12.4968
GLOBAL,S2D3,ELCTZAXX02,2030,10.414000000000001
GLOBAL,S3D1,ELCTZAXX02,2030,11.455400000000001
GLOBAL,S3D2,ELCTZAXX02,2030,13.5382
GLOBAL,S3D3,ELCTZAXX02,2030,11.455400000000001
GLOBAL,S1D1,ELCTZAXX02,2031,11.169
GLOBAL,S1D2,ELCTZAXX02,2031,13.4028
GLOBAL,S1D3,ELCTZAXX02,2031,12.2859
GLOBAL,S2D1,ELCTZAXX02,2031,11.169
GLOBAL,S2D2,ELCTZAXX02,2031,13.4028
GLOBAL,S2D3,ELCTZAXX02,2031,11.169
GLOBAL,S3D1,ELCTZAXX02,2031,12.2859
GLOBAL,S3D2,ELCTZAXX02,2031,14.5197
GLOBAL,S3D3,ELCTZAXX02,2031,12.2859
GLOBAL,S1D1,ELCTZAXX02,2032,11.925
GLOBAL,S1D2,ELCTZAXX02,2032,14.309999999999999
GLOBAL,S1D3,ELCTZAXX02,2032,13.1175
GLOBAL,S2D1,ELCTZAXX02,2032,11.925
GLOBAL,S2D2,ELCTZAXX02,2032,14.309999999999999
GLOBAL,S2D3,ELCTZAXX02,2032,11.925
GLOBAL,S3D1,ELCTZAXX02,2032,13.1175
GLOBAL,S3D2,ELCTZAXX02,2032,15.502500000000001
GLOBAL,S3D3,ELCTZAXX02,2032,13.1175
GLOBAL,S1D1,ELCTZAXX02,2033,12.681000000000001
GLOBAL,S1D2,ELCTZAXX02,2033,15.2172
GLOBAL,S1D3,ELCTZAXX02,2033,13.9491
GLOBAL,S2D1,ELCTZAXX02,2033,12.681000000000001
GLOBAL,S2D2,ELCTZAXX02,2033,15.2172
GLOBAL,S2D3,ELCTZAXX02,2033,12.681000000000001
GLOBAL,S3D1,ELCTZAXX02,2033,13.9491
GLOBAL,S3D2,ELCTZAXX02,2033,16.485300000000002
GLOBAL,S3D3,ELCTZAXX02,2033,13.9491
GLOBAL,S1D1,ELCTZAXX02,2034,13.436000000000002
GLOBAL,S1D2,ELCTZAXX02,2034,16.1232
GLOBAL,S1D3,ELCTZAXX02,2034,14.779600000000002
GLOBAL,S2D1,ELCTZAXX02,2034,13.436000000000002
GLOBAL,S2D2,ELCTZAXX02,2034,16.1232
GLOBAL,S2D3,ELCTZAXX02,2034,13.436000000000002
GLOBAL,S3D1,ELCTZAXX02,2034,14.779600000000002
GLOBAL,S3D2,ELCTZAXX02,2034,17.466800000000003
GLOBAL,S3D3,ELCTZAXX02,2034,14.779600000000002
GLOBAL,S1D1,ELCTZAXX02,2035,14.192
